1 100 4.414512
1 2000 6.943292
1 3000 7.280498
1 4000 7.512094
1 5000 7.75066
1 6000 7.99959
1 7000 8.17608
1 8000 8.373182
1 9000 8.648744
1 10000 8.853692
2 100 3.214548
2 2000 4.494352
2 3000 4.61124
2 4000 4.70793
2 5000 4.727036
2 6000 4.8831
2 7000 4.845806
2 8000 4.928612
2 9000 4.936348
2 10000 5.055636
3 100 3.216348
3 2000 4.408544
3 3000 4.643262
3 4000 4.785102
3 5000 4.773292
3 6000 4.83307
3 7000 4.934584
3 8000 4.968572
3 9000 4.961056
3 10000 5.09765
4 100 3.222516
4 2000 4.452294
4 3000 4.698832
4 4000 4.789804
4 5000 4.860864
4 6000 4.927624
4 7000 4.99059
4 8000 5.00911
4 9000 5.057672
4 10000 5.042788
5 100 3.129702
5 2000 4.631432
5 3000 4.674354
5 4000 4.852704
5 5000 5.265088
5 6000 5.342642
5 7000 5.46344
5 8000 4.973514
5 9000 5.282178
5 10000 5.159466
6 100 3.230542
6 2000 4.610678
6 3000 4.628746
6 4000 5.250982
6 5000 5.470934
6 6000 4.951738
6 7000 4.992028
6 8000 5.351702
6 9000 5.348272
6 10000 5.372232
7 100 3.120858
7 2000 4.564084
7 3000 4.725714
7 4000 4.886284
7 5000 4.665346
7 6000 4.814178
7 7000 4.976566
7 8000 4.938154
7 9000 4.936928
7 10000 5.021946
8 100 3.260332
8 2000 5.041306
8 3000 5.28652
8 4000 5.322562
8 5000 5.437088
8 6000 5.657266
8 7000 5.626682
8 8000 5.725222
8 9000 5.679822
8 10000 5.851178
