x,y,p,phi_on_grid
0.5,0.236,1.45313,1.45421
0.5,0.238,1.45135,1.45242
0.5,0.24,1.44956,1.45062
0.5,0.242,1.44775,1.4488
0.5,0.244,1.44593,1.44697
0.5,0.246,1.4441,1.44513
0.5,0.248,1.44226,1.44327
0.5,0.25,1.4404,1.44141
0.5,0.252,1.43853,1.43952
0.5,0.254,1.43665,1.43763
0.5,0.256,1.43475,1.43572
0.5,0.258,1.43284,1.4338
0.5,0.26,1.43092,1.43187
0.5,0.262,1.42899,1.42992
0.5,0.264,1.42704,1.42797
0.5,0.266,1.42509,1.42599
0.5,0.268,1.42312,1.42401
0.5,0.27,1.42114,1.42201
0.5,0.272,1.41915,1.42001
0.5,0.274,1.41714,1.41798
0.5,0.276,1.41512,1.41595
0.5,0.278,1.41309,1.4139
0.5,0.28,1.41104,1.41185
0.5,0.282,1.40899,1.40978
0.5,0.284,1.40692,1.40769
0.5,0.286,1.40484,1.4056
0.5,0.288,1.40274,1.40349
0.5,0.29,1.40064,1.40137
0.5,0.292,1.39853,1.39924
0.5,0.294,1.39641,1.3971
0.5,0.296,1.39427,1.39494
0.5,0.298,1.39213,1.39278
0.5,0.3,1.38997,1.3906
0.5,0.302,1.3878,1.38841
0.5,0.304,1.38562,1.38621
0.5,0.306,1.38343,1.384
0.5,0.308,1.38123,1.38177
0.5,0.31,1.37901,1.37954
0.5,0.312,1.37678,1.37729
0.5,0.314,1.37455,1.37503
0.5,0.316,1.37229,1.37276
0.5,0.318,1.37003,1.37048
0.5,0.32,1.36775,1.36819
0.5,0.322,1.36546,1.36588
0.5,0.324,1.36316,1.36357
0.5,0.326,1.36085,1.36124
0.5,0.328,1.35853,1.35891
0.5,0.33,1.35619,1.35656
0.5,0.332,1.35385,1.3542
0.5,0.334,1.35149,1.35183
0.5,0.336,1.34912,1.34945
0.5,0.338,1.34674,1.34706
0.5,0.34,1.34435,1.34466
0.5,0.342,1.34194,1.34225
0.5,0.344,1.33953,1.33983
0.5,0.346,1.33711,1.3374
0.5,0.348,1.33467,1.33496
0.5,0.35,1.33223,1.33251
0.5,0.352,1.32977,1.33004
0.5,0.354,1.32731,1.32757
0.5,0.356,1.32483,1.32509
0.5,0.358,1.32235,1.3226
0.5,0.36,1.31985,1.3201
0.5,0.362,1.31735,1.31758
0.5,0.364,1.31483,1.31506
0.5,0.366,1.31231,1.31253
0.5,0.368,1.30977,1.30999
0.5,0.37,1.30723,1.30744
0.5,0.372,1.30468,1.30488
0.5,0.374,1.30211,1.30231
0.5,0.376,1.29954,1.29974
0.5,0.378,1.29696,1.29715
0.5,0.38,1.29437,1.29455
0.5,0.382,1.29177,1.29195
0.5,0.384,1.28916,1.28933
0.5,0.386,1.28654,1.28671
0.5,0.388,1.28392,1.28408
0.5,0.39,1.28128,1.28143
0.5,0.392,1.27864,1.27878
0.5,0.394,1.27598,1.27613
0.5,0.396,1.27332,1.27346
0.5,0.398,1.27065,1.27078
0.5,0.4,1.26797,1.2681
0.5,0.402,1.26529,1.26541
0.5,0.404,1.26259,1.26271
0.5,0.406,1.25989,1.26
0.5,0.408,1.25718,1.25728
0.5,0.41,1.25446,1.25456
0.5,0.412,1.25173,1.25183
0.5,0.414,1.249,1.24908
0.5,0.416,1.24626,1.24634
0.5,0.418,1.24351,1.24358
0.5,0.42,1.24075,1.24082
0.5,0.422,1.23798,1.23805
0.5,0.424,1.23521,1.23527
0.5,0.426,1.23243,1.23248
0.5,0.428,1.22964,1.22969
0.5,0.43,1.22685,1.22689
0.5,0.432,1.22405,1.22408
0.5,0.434,1.22124,1.22127
0.5,0.436,1.21843,1.21844
0.5,0.438,1.2156,1.21562
0.5,0.44,1.21278,1.21278
0.5,0.442,1.20994,1.20994
0.5,0.444,1.2071,1.20709
0.5,0.446,1.20425,1.20424
0.5,0.448,1.2014,1.20137
0.5,0.45,1.19854,1.19851
0.5,0.452,1.19567,1.19563
0.5,0.454,1.19279,1.19275
0.5,0.456,1.18992,1.18987
0.5,0.458,1.18703,1.18697
0.5,0.46,1.18414,1.18407
0.5,0.462,1.18124,1.18117
0.5,0.464,1.17834,1.17826
0.5,0.466,1.17543,1.17534
0.5,0.468,1.17252,1.17242
0.5,0.47,1.1696,1.1695
0.5,0.472,1.16668,1.16656
0.5,0.474,1.16375,1.16363
0.5,0.476,1.16081,1.16068
0.5,0.478,1.15787,1.15774
0.5,0.48,1.15493,1.15478
0.5,0.482,1.15198,1.15183
0.5,0.484,1.14903,1.14886
0.5,0.486,1.14607,1.1459
0.5,0.488,1.1431,1.14292
0.5,0.49,1.14014,1.13995
0.5,0.492,1.13716,1.13697
0.5,0.494,1.13419,1.13398
0.5,0.496,1.13121,1.13099
0.5,0.498,1.12822,1.128
0.502,0,1.5595,1.5595
0.502,0.002,1.55948,1.55949
0.502,0.004,1.55944,1.55947
0.502,0.006,1.55939,1.55943
0.502,0.008,1.55932,1.55937
0.502,0.01,1.55923,1.5593
0.502,0.012,1.55914,1.55921
0.502,0.014,1.55902,1.55911
0.502,0.016,1.5589,1.55899
0.502,0.018,1.55875,1.55885
0.502,0.02,1.55858,1.5587
0.502,0.022,1.5584,1.55853
0.502,0.024,1.55821,1.55835
0.502,0.026,1.558,1.55815
0.502,0.028,1.55777,1.55793
0.502,0.03,1.55753,1.5577
0.502,0.032,1.55728,1.55745
0.502,0.034,1.55701,1.55719
0.502,0.036,1.55674,1.55691
0.502,0.038,1.55645,1.55661
0.502,0.04,1.55614,1.5563
0.502,0.042,1.55581,1.55597
0.502,0.044,1.55547,1.55563
0.502,0.046,1.55512,1.55527
0.502,0.048,1.55475,1.5549
0.502,0.05,1.55436,1.5545
0.502,0.052,1.55395,1.5541
0.502,0.054,1.55353,1.55367
0.502,0.056,1.5531,1.55324
0.502,0.058,1.55264,1.55278
0.502,0.06,1.55217,1.55231
0.502,0.062,1.55168,1.55182
0.502,0.064,1.55118,1.55132
0.502,0.066,1.55066,1.5508
0.502,0.068,1.55012,1.55027
0.502,0.07,1.54957,1.54972
0.502,0.072,1.549,1.54916
0.502,0.074,1.54841,1.54858
0.502,0.076,1.54781,1.54798
0.502,0.078,1.54719,1.54737
0.502,0.08,1.54655,1.54674
0.502,0.082,1.5459,1.5461
0.502,0.084,1.54523,1.54544
0.502,0.086,1.54455,1.54476
0.502,0.088,1.54385,1.54407
0.502,0.09,1.54313,1.54336
0.502,0.092,1.54239,1.54264
0.502,0.094,1.54165,1.5419
0.502,0.096,1.54088,1.54115
0.502,0.098,1.5401,1.54038
0.502,0.1,1.5393,1.5396
0.502,0.102,1.53849,1.5388
0.502,0.104,1.53765,1.53798
0.502,0.106,1.5368,1.53715
0.502,0.108,1.53594,1.53631
0.502,0.11,1.53507,1.53544
0.502,0.112,1.53418,1.53457
0.502,0.114,1.53327,1.53367
0.502,0.116,1.53234,1.53277
0.502,0.118,1.5314,1.53184
0.502,0.12,1.53044,1.53091
0.502,0.122,1.52946,1.52995
0.502,0.124,1.52847,1.52898
0.502,0.126,1.52747,1.528
0.502,0.128,1.52645,1.527
0.502,0.13,1.52541,1.52598
0.502,0.132,1.52437,1.52495
0.502,0.134,1.5233,1.52391
0.502,0.136,1.52221,1.52285
0.502,0.138,1.52111,1.52177
0.502,0.14,1.51999,1.52068
0.502,0.142,1.51885,1.51958
0.502,0.144,1.5177,1.51846
0.502,0.146,1.51653,1.51732
0.502,0.148,1.51535,1.51617
0.502,0.15,1.51415,1.515
0.502,0.152,1.51294,1.51382
0.502,0.154,1.51172,1.51263
0.502,0.156,1.51048,1.51142
0.502,0.158,1.50923,1.51019
0.502,0.16,1.50797,1.50895
0.502,0.162,1.50669,1.5077
0.502,0.164,1.5054,1.50643
0.502,0.166,1.5041,1.50515
0.502,0.168,1.50279,1.50385
0.502,0.17,1.50146,1.50253
0.502,0.172,1.50012,1.50121
0.502,0.174,1.49876,1.49986
0.502,0.176,1.4974,1.49851
0.502,0.178,1.49602,1.49713
0.502,0.18,1.49462,1.49575
0.502,0.182,1.49321,1.49435
0.502,0.184,1.49179,1.49293
0.502,0.186,1.49035,1.4915
0.502,0.188,1.48891,1.49006
0.502,0.19,1.48744,1.4886
0.502,0.192,1.48597,1.48713
0.502,0.194,1.48448,1.48564
0.502,0.196,1.48297,1.48414
0.502,0.198,1.48146,1.48263
0.502,0.2,1.47993,1.4811
0.502,0.202,1.47838,1.47955
0.502,0.204,1.47683,1.478
0.502,0.206,1.47526,1.47643
0.502,0.208,1.47367,1.47484
0.502,0.21,1.47208,1.47324
0.502,0.212,1.47047,1.47163
0.502,0.214,1.46884,1.47
0.502,0.216,1.4672,1.46836
0.502,0.218,1.46555,1.46671
0.502,0.22,1.46389,1.46504
0.502,0.222,1.46221,1.46336
0.502,0.224,1.46052,1.46166
0.502,0.226,1.45882,1.45995
0.502,0.228,1.45711,1.45823
0.502,0.23,1.45538,1.4565
0.502,0.232,1.45363,1.45475
0.502,0.234,1.45188,1.45298
0.502,0.236,1.45011,1.45121
0.502,0.238,1.44833,1.44942
0.502,0.24,1.44653,1.44762
0.502,0.242,1.44473,1.4458
0.502,0.244,1.44291,1.44397
0.502,0.246,1.44108,1.44213
0.502,0.248,1.43923,1.44027
0.502,0.25,1.43738,1.4384
0.502,0.252,1.43551,1.43652
0.502,0.254,1.43362,1.43463
0.502,0.256,1.43173,1.43272
0.502,0.258,1.42982,1.4308
0.502,0.26,1.4279,1.42887
0.502,0.262,1.42596,1.42692
0.502,0.264,1.42402,1.42496
0.502,0.266,1.42206,1.42299
0.502,0.268,1.42009,1.42101
0.502,0.27,1.41811,1.41901
0.502,0.272,1.41612,1.417
0.502,0.274,1.41412,1.41498
0.502,0.276,1.4121,1.41295
0.502,0.278,1.41006,1.4109
0.502,0.28,1.40802,1.40884
0.502,0.282,1.40596,1.40677
0.502,0.284,1.4039,1.40469
0.502,0.286,1.40182,1.4026
0.502,0.288,1.39972,1.40049
0.502,0.29,1.39762,1.39837
0.502,0.292,1.39551,1.39624
0.502,0.294,1.39338,1.3941
0.502,0.296,1.39125,1.39194
0.502,0.298,1.3891,1.38978
0.502,0.3,1.38695,1.3876
0.502,0.302,1.38478,1.38541
0.502,0.304,1.3826,1.38321
0.502,0.306,1.38041,1.38099
0.502,0.308,1.37821,1.37877
0.502,0.31,1.37599,1.37653
0.502,0.312,1.37376,1.37429
0.502,0.314,1.37152,1.37203
0.502,0.316,1.36927,1.36976
0.502,0.318,1.36701,1.36748
0.502,0.32,1.36473,1.36518
0.502,0.322,1.36245,1.36288
0.502,0.324,1.36015,1.36057
0.502,0.326,1.35784,1.35824
0.502,0.328,1.35551,1.3559
0.502,0.33,1.35318,1.35356
0.502,0.332,1.35083,1.3512
0.502,0.334,1.34847,1.34883
0.502,0.336,1.34611,1.34645
0.502,0.338,1.34373,1.34406
0.502,0.34,1.34134,1.34166
0.502,0.342,1.33893,1.33925
0.502,0.344,1.33652,1.33683
0.502,0.346,1.3341,1.3344
0.502,0.348,1.33167,1.33196
0.502,0.35,1.32922,1.3295
0.502,0.352,1.32677,1.32704
0.502,0.354,1.3243,1.32457
0.502,0.356,1.32183,1.32209
0.502,0.358,1.31934,1.3196
0.502,0.36,1.31685,1.31709
0.502,0.362,1.31434,1.31458
0.502,0.364,1.31183,1.31206
0.502,0.366,1.3093,1.30953
0.502,0.368,1.30677,1.30699
0.502,0.37,1.30423,1.30444
0.502,0.372,1.30167,1.30188
0.502,0.374,1.29911,1.29931
0.502,0.376,1.29654,1.29673
0.502,0.378,1.29396,1.29415
0.502,0.38,1.29137,1.29155
0.502,0.382,1.28877,1.28894
0.502,0.384,1.28616,1.28633
0.502,0.386,1.28354,1.28371
0.502,0.388,1.28092,1.28107
0.502,0.39,1.27828,1.27843
0.502,0.392,1.27564,1.27578
0.502,0.394,1.27298,1.27312
0.502,0.396,1.27032,1.27046
0.502,0.398,1.26765,1.26778
0.502,0.4,1.26497,1.2651
0.502,0.402,1.26229,1.26241
0.502,0.404,1.25959,1.25971
0.502,0.406,1.25689,1.257
0.502,0.408,1.25418,1.25428
0.502,0.41,1.25146,1.25156
0.502,0.412,1.24874,1.24882
0.502,0.414,1.246,1.24608
0.502,0.416,1.24326,1.24333
0.502,0.418,1.24051,1.24058
0.502,0.42,1.23775,1.23781
0.502,0.422,1.23499,1.23504
0.502,0.424,1.23221,1.23227
0.502,0.426,1.22944,1.22948
0.502,0.428,1.22665,1.22669
0.502,0.43,1.22386,1.22389
0.502,0.432,1.22105,1.22108
0.502,0.434,1.21825,1.21826
0.502,0.436,1.21543,1.21544
0.502,0.438,1.21261,1.21261
0.502,0.44,1.20978,1.20978
0.502,0.442,1.20695,1.20694
0.502,0.444,1.2041,1.20409
0.502,0.446,1.20126,1.20123
0.502,0.448,1.1984,1.19837
0.502,0.45,1.19554,1.1955
0.502,0.452,1.19267,1.19263
0.502,0.454,1.1898,1.18975
0.502,0.456,1.18692,1.18686
0.502,0.458,1.18404,1.18397
0.502,0.46,1.18115,1.18107
0.502,0.462,1.17825,1.17817
0.502,0.464,1.17535,1.17526
0.502,0.466,1.17244,1.17234
0.502,0.468,1.16952,1.16942
0.502,0.47,1.16661,1.16649
0.502,0.472,1.16368,1.16356
0.502,0.474,1.16075,1.16063
0.502,0.476,1.15782,1.15768
0.502,0.478,1.15488,1.15473
0.502,0.48,1.15194,1.15178
0.502,0.482,1.14899,1.14882
0.502,0.484,1.14603,1.14586
0.502,0.486,1.14308,1.14289
0.502,0.488,1.14011,1.13992
0.502,0.49,1.13714,1.13695
0.502,0.492,1.13417,1.13396
0.502,0.494,1.1312,1.13098
0.502,0.496,1.12822,1.12799
0.502,0.498,1.12523,1.125
0.504,0,1.55649,1.55649
0.504,0.002,1.55647,1.55648
0.504,0.004,1.55644,1.55646
0.504,0.006,1.55639,1.55642
0.504,0.008,1.55632,1.55636
0.504,0.01,1.55623,1.55629
0.504,0.012,1.55613,1.5562
0.504,0.014,1.55602,1.5561
0.504,0.016,1.55589,1.55598
0.504,0.018,1.55574,1.55584
0.504,0.02,1.55558,1.55569
0.504,0.022,1.5554,1.55552
0.504,0.024,1.5552,1.55534
0.504,0.026,1.55499,1.55514
0.504,0.028,1.55476,1.55492
0.504,0.03,1.55453,1.55469
0.504,0.032,1.55428,1.55445
0.504,0.034,1.55402,1.55418
0.504,0.036,1.55374,1.5539
0.504,0.038,1.55345,1.55361
0.504,0.04,1.55314,1.55329
0.504,0.042,1.55281,1.55297
0.504,0.044,1.55247,1.55262
0.504,0.046,1.55212,1.55226
0.504,0.048,1.55175,1.55189
0.504,0.05,1.55136,1.5515
0.504,0.052,1.55095,1.55109
0.504,0.054,1.55053,1.55067
0.504,0.056,1.55009,1.55023
0.504,0.058,1.54964,1.54978
0.504,0.06,1.54916,1.54931
0.504,0.062,1.54867,1.54882
0.504,0.064,1.54817,1.54832
0.504,0.066,1.54765,1.5478
0.504,0.068,1.54711,1.54727
0.504,0.07,1.54656,1.54672
0.504,0.072,1.54599,1.54615
0.504,0.074,1.5454,1.54557
0.504,0.076,1.5448,1.54497
0.504,0.078,1.54417,1.54436
0.504,0.08,1.54354,1.54373
0.504,0.082,1.54289,1.54309
0.504,0.084,1.54222,1.54243
0.504,0.086,1.54153,1.54175
0.504,0.088,1.54083,1.54106
0.504,0.09,1.54011,1.54036
0.504,0.092,1.53938,1.53964
0.504,0.094,1.53863,1.5389
0.504,0.096,1.53787,1.53815
0.504,0.098,1.53708,1.53738
0.504,0.1,1.53628,1.53659
0.504,0.102,1.53547,1.53579
0.504,0.104,1.53464,1.53498
0.504,0.106,1.53379,1.53415
0.504,0.108,1.53292,1.5333
0.504,0.11,1.53205,1.53244
0.504,0.112,1.53116,1.53156
0.504,0.114,1.53025,1.53067
0.504,0.116,1.52932,1.52976
0.504,0.118,1.52838,1.52884
0.504,0.12,1.52742,1.5279
0.504,0.122,1.52644,1.52695
0.504,0.124,1.52545,1.52598
0.504,0.126,1.52444,1.52499
0.504,0.128,1.52342,1.52399
0.504,0.13,1.52239,1.52298
0.504,0.132,1.52134,1.52195
0.504,0.134,1.52027,1.5209
0.504,0.136,1.51919,1.51984
0.504,0.138,1.51809,1.51877
0.504,0.14,1.51697,1.51768
0.504,0.142,1.51583,1.51657
0.504,0.144,1.51468,1.51545
0.504,0.146,1.51351,1.51431
0.504,0.148,1.51232,1.51316
0.504,0.15,1.51113,1.512
0.504,0.152,1.50992,1.51082
0.504,0.154,1.50869,1.50962
0.504,0.156,1.50745,1.50841
0.504,0.158,1.5062,1.50719
0.504,0.16,1.50494,1.50595
0.504,0.162,1.50367,1.50469
0.504,0.164,1.50238,1.50342
0.504,0.166,1.50108,1.50214
0.504,0.168,1.49976,1.50084
0.504,0.17,1.49843,1.49953
0.504,0.172,1.49709,1.4982
0.504,0.174,1.49574,1.49686
0.504,0.176,1.49437,1.4955
0.504,0.178,1.49299,1.49413
0.504,0.18,1.49159,1.49274
0.504,0.182,1.49019,1.49134
0.504,0.184,1.48876,1.48993
0.504,0.186,1.48733,1.4885
0.504,0.188,1.48588,1.48705
0.504,0.19,1.48442,1.4856
0.504,0.192,1.48294,1.48412
0.504,0.194,1.48145,1.48264
0.504,0.196,1.47995,1.48114
0.504,0.198,1.47843,1.47962
0.504,0.2,1.4769,1.47809
0.504,0.202,1.47536,1.47655
0.504,0.204,1.4738,1.47499
0.504,0.206,1.47223,1.47342
0.504,0.208,1.47065,1.47184
0.504,0.21,1.46905,1.47024
0.504,0.212,1.46744,1.46862
0.504,0.214,1.46582,1.467
0.504,0.216,1.46418,1.46536
0.504,0.218,1.46253,1.4637
0.504,0.22,1.46086,1.46203
0.504,0.222,1.45919,1.46035
0.504,0.224,1.4575,1.45866
0.504,0.226,1.45579,1.45695
0.504,0.228,1.45408,1.45523
0.504,0.23,1.45235,1.45349
0.504,0.232,1.45061,1.45174
0.504,0.234,1.44885,1.44998
0.504,0.236,1.44708,1.4482
0.504,0.238,1.4453,1.44641
0.504,0.24,1.44351,1.44461
0.504,0.242,1.4417,1.44279
0.504,0.244,1.43988,1.44096
0.504,0.246,1.43805,1.43912
0.504,0.248,1.43621,1.43727
0.504,0.25,1.43435,1.4354
0.504,0.252,1.43248,1.43352
0.504,0.254,1.4306,1.43162
0.504,0.256,1.4287,1.42972
0.504,0.258,1.42679,1.42779
0.504,0.26,1.42487,1.42586
0.504,0.262,1.42294,1.42392
0.504,0.264,1.42099,1.42196
0.504,0.266,1.41904,1.41999
0.504,0.268,1.41707,1.418
0.504,0.27,1.41509,1.41601
0.504,0.272,1.41309,1.414
0.504,0.274,1.41109,1.41198
0.504,0.276,1.40907,1.40994
0.504,0.278,1.40704,1.4079
0.504,0.28,1.405,1.40584
0.504,0.282,1.40294,1.40377
0.504,0.284,1.40087,1.40169
0.504,0.286,1.39879,1.39959
0.504,0.288,1.3967,1.39748
0.504,0.29,1.3946,1.39536
0.504,0.292,1.39248,1.39323
0.504,0.294,1.39036,1.39109
0.504,0.296,1.38822,1.38894
0.504,0.298,1.38608,1.38677
0.504,0.3,1.38392,1.38459
0.504,0.302,1.38175,1.3824
0.504,0.304,1.37957,1.3802
0.504,0.306,1.37738,1.37799
0.504,0.308,1.37518,1.37576
0.504,0.31,1.37296,1.37353
0.504,0.312,1.37074,1.37128
0.504,0.314,1.3685,1.36902
0.504,0.316,1.36625,1.36675
0.504,0.318,1.36399,1.36447
0.504,0.32,1.36171,1.36218
0.504,0.322,1.35943,1.35987
0.504,0.324,1.35713,1.35756
0.504,0.326,1.35482,1.35523
0.504,0.328,1.3525,1.3529
0.504,0.33,1.35016,1.35055
0.504,0.332,1.34782,1.34819
0.504,0.334,1.34546,1.34582
0.504,0.336,1.34309,1.34345
0.504,0.338,1.34071,1.34106
0.504,0.34,1.33832,1.33866
0.504,0.342,1.33592,1.33624
0.504,0.344,1.33351,1.33382
0.504,0.346,1.33109,1.33139
0.504,0.348,1.32865,1.32895
0.504,0.35,1.32621,1.3265
0.504,0.352,1.32376,1.32404
0.504,0.354,1.32129,1.32156
0.504,0.356,1.31882,1.31908
0.504,0.358,1.31633,1.31659
0.504,0.36,1.31384,1.31409
0.504,0.362,1.31134,1.31158
0.504,0.364,1.30882,1.30906
0.504,0.366,1.3063,1.30652
0.504,0.368,1.30376,1.30398
0.504,0.37,1.30122,1.30143
0.504,0.372,1.29867,1.29887
0.504,0.374,1.29611,1.29631
0.504,0.376,1.29353,1.29373
0.504,0.378,1.29095,1.29114
0.504,0.38,1.28836,1.28854
0.504,0.382,1.28576,1.28594
0.504,0.384,1.28316,1.28332
0.504,0.386,1.28054,1.2807
0.504,0.388,1.27791,1.27807
0.504,0.39,1.27528,1.27543
0.504,0.392,1.27263,1.27278
0.504,0.394,1.26998,1.27012
0.504,0.396,1.26732,1.26745
0.504,0.398,1.26465,1.26478
0.504,0.4,1.26197,1.26209
0.504,0.402,1.25929,1.2594
0.504,0.404,1.25659,1.2567
0.504,0.406,1.25389,1.25399
0.504,0.408,1.25118,1.25127
0.504,0.41,1.24846,1.24855
0.504,0.412,1.24574,1.24582
0.504,0.414,1.243,1.24308
0.504,0.416,1.24026,1.24033
0.504,0.418,1.23751,1.23757
0.504,0.42,1.23475,1.23481
0.504,0.422,1.23199,1.23204
0.504,0.424,1.22922,1.22926
0.504,0.426,1.22644,1.22647
0.504,0.428,1.22365,1.22368
0.504,0.43,1.22086,1.22088
0.504,0.432,1.21806,1.21807
0.504,0.434,1.21525,1.21526
0.504,0.436,1.21243,1.21244
0.504,0.438,1.20961,1.20961
0.504,0.44,1.20679,1.20677
0.504,0.442,1.20395,1.20393
0.504,0.444,1.20111,1.20108
0.504,0.446,1.19826,1.19823
0.504,0.448,1.1954,1.19537
0.504,0.45,1.19255,1.1925
0.504,0.452,1.18968,1.18962
0.504,0.454,1.1868,1.18674
0.504,0.456,1.18393,1.18386
0.504,0.458,1.18104,1.18097
0.504,0.46,1.17815,1.17807
0.504,0.462,1.17525,1.17516
0.504,0.464,1.17235,1.17225
0.504,0.466,1.16944,1.16934
0.504,0.468,1.16653,1.16642
0.504,0.47,1.16361,1.16349
0.504,0.472,1.16069,1.16056
0.504,0.474,1.15776,1.15762
0.504,0.476,1.15482,1.15468
0.504,0.478,1.15188,1.15173
0.504,0.48,1.14894,1.14878
0.504,0.482,1.14599,1.14582
0.504,0.484,1.14304,1.14286
0.504,0.486,1.14008,1.13989
0.504,0.488,1.13711,1.13692
0.504,0.49,1.13415,1.13394
0.504,0.492,1.13118,1.13096
0.504,0.494,1.1282,1.12797
0.504,0.496,1.12522,1.12498
0.504,0.498,1.12223,1.12199
0.506,0,1.55348,1.55348
0.506,0.002,1.55346,1.55347
0.506,0.004,1.55343,1.55345
0.506,0.006,1.55338,1.55341
0.506,0.008,1.55331,1.55335
0.506,0.01,1.55322,1.55328
0.506,0.012,1.55312,1.55319
0.506,0.014,1.55301,1.55309
0.506,0.016,1.55288,1.55297
0.506,0.018,1.55273,1.55283
0.506,0.02,1.55257,1.55268
0.506,0.022,1.55238,1.55251
0.506,0.024,1.55219,1.55233
0.506,0.026,1.55198,1.55213
0.506,0.028,1.55176,1.55192
0.506,0.03,1.55152,1.55168
0.506,0.032,1.55127,1.55144
0.506,0.034,1.55101,1.55117
0.506,0.036,1.55073,1.55089
0.506,0.038,1.55044,1.5506
0.506,0.04,1.55013,1.55028
0.506,0.042,1.54981,1.54996
0.506,0.044,1.54947,1.54961
0.506,0.046,1.54911,1.54925
0.506,0.048,1.54874,1.54888
0.506,0.05,1.54835,1.54849
0.506,0.052,1.54794,1.54808
0.506,0.054,1.54752,1.54766
