x,y,p,phi_on_grid
0.562,0.018,1.46743,1.46742
0.562,0.02,1.46727,1.46727
0.562,0.022,1.4671,1.4671
0.562,0.024,1.46692,1.46692
0.562,0.026,1.46671,1.46672
0.562,0.028,1.46649,1.4665
0.562,0.03,1.46625,1.46627
0.562,0.032,1.466,1.46602
0.562,0.034,1.46573,1.46576
0.562,0.036,1.46544,1.46548
0.562,0.038,1.46513,1.46518
0.562,0.04,1.46481,1.46487
0.562,0.042,1.46447,1.46454
0.562,0.044,1.46412,1.4642
0.562,0.046,1.46375,1.46384
0.562,0.048,1.46336,1.46347
0.562,0.05,1.46295,1.46308
0.562,0.052,1.46253,1.46267
0.562,0.054,1.46209,1.46225
0.562,0.056,1.46164,1.46181
0.562,0.058,1.46117,1.46135
0.562,0.06,1.46068,1.46088
0.562,0.062,1.46017,1.4604
0.562,0.064,1.45965,1.45989
0.562,0.066,1.45912,1.45938
0.562,0.068,1.45857,1.45884
0.562,0.07,1.458,1.45829
0.562,0.072,1.45741,1.45773
0.562,0.074,1.45681,1.45715
0.562,0.076,1.45619,1.45655
0.562,0.078,1.45556,1.45594
0.562,0.08,1.45491,1.45531
0.562,0.082,1.45424,1.45467
0.562,0.084,1.45356,1.45401
0.562,0.086,1.45286,1.45333
0.562,0.088,1.45215,1.45264
0.562,0.09,1.45141,1.45194
0.562,0.092,1.45067,1.45121
0.562,0.094,1.44991,1.45048
0.562,0.096,1.44913,1.44972
0.562,0.098,1.44834,1.44895
0.562,0.1,1.44753,1.44817
0.562,0.102,1.4467,1.44737
0.562,0.104,1.44586,1.44655
0.562,0.106,1.445,1.44572
0.562,0.108,1.44413,1.44488
0.562,0.11,1.44324,1.44402
0.562,0.112,1.44234,1.44314
0.562,0.114,1.44142,1.44225
0.562,0.116,1.44048,1.44134
0.562,0.118,1.43953,1.44042
0.562,0.12,1.43856,1.43948
0.562,0.122,1.43757,1.43852
0.562,0.124,1.43658,1.43755
0.562,0.126,1.43557,1.43657
0.562,0.128,1.43454,1.43557
0.562,0.13,1.4335,1.43456
0.562,0.132,1.43244,1.43353
0.562,0.134,1.43137,1.43248
0.562,0.136,1.43028,1.43142
0.562,0.138,1.42917,1.43034
0.562,0.14,1.42804,1.42925
0.562,0.142,1.4269,1.42815
0.562,0.144,1.42574,1.42703
0.562,0.146,1.42457,1.42589
0.562,0.148,1.42338,1.42474
0.562,0.15,1.42218,1.42358
0.562,0.152,1.42097,1.4224
0.562,0.154,1.41974,1.4212
0.562,0.156,1.4185,1.41999
0.562,0.158,1.41725,1.41876
0.562,0.16,1.41598,1.41752
0.562,0.162,1.4147,1.41627
0.562,0.164,1.41341,1.415
0.562,0.166,1.41211,1.41372
0.562,0.168,1.4108,1.41242
0.562,0.17,1.40947,1.4111
0.562,0.172,1.40813,1.40978
0.562,0.174,1.40677,1.40843
0.562,0.176,1.4054,1.40708
0.562,0.178,1.40402,1.40571
0.562,0.18,1.40263,1.40432
0.562,0.182,1.40122,1.40292
0.562,0.184,1.39979,1.4015
0.562,0.186,1.39836,1.40007
0.562,0.188,1.39691,1.39863
0.562,0.19,1.39545,1.39717
0.562,0.192,1.39397,1.3957
0.562,0.194,1.39249,1.39421
0.562,0.196,1.39098,1.39271
0.562,0.198,1.38947,1.3912
0.562,0.2,1.38794,1.38967
0.562,0.202,1.3864,1.38813
0.562,0.204,1.38484,1.38657
0.562,0.206,1.38327,1.385
0.562,0.208,1.38169,1.38341
0.562,0.21,1.38009,1.38181
0.562,0.212,1.37849,1.3802
0.562,0.214,1.37686,1.37857
0.562,0.216,1.37523,1.37693
0.562,0.218,1.37358,1.37528
0.562,0.22,1.37192,1.37361
0.562,0.222,1.37024,1.37193
0.562,0.224,1.36856,1.37024
0.562,0.226,1.36686,1.36853
0.562,0.228,1.36514,1.3668
0.562,0.23,1.36342,1.36507
0.562,0.232,1.36168,1.36332
0.562,0.234,1.35993,1.36156
0.562,0.236,1.35816,1.35978
0.562,0.238,1.35638,1.35799
0.562,0.24,1.35459,1.35619
0.562,0.242,1.35279,1.35437
0.562,0.244,1.35097,1.35254
0.562,0.246,1.34914,1.3507
0.562,0.248,1.3473,1.34884
0.562,0.25,1.34545,1.34698
0.562,0.252,1.34358,1.34509
0.562,0.254,1.3417,1.3432
0.562,0.256,1.33981,1.34129
0.562,0.258,1.3379,1.33937
0.562,0.26,1.33599,1.33744
0.562,0.262,1.33406,1.33549
0.562,0.264,1.33211,1.33353
0.562,0.266,1.33016,1.33156
0.562,0.268,1.3282,1.32958
0.562,0.27,1.32622,1.32758
0.562,0.272,1.32423,1.32558
0.562,0.274,1.32223,1.32355
0.562,0.276,1.32021,1.32152
0.562,0.278,1.31818,1.31947
0.562,0.28,1.31614,1.31742
0.562,0.282,1.31409,1.31535
0.562,0.284,1.31203,1.31326
0.562,0.286,1.30996,1.31117
0.562,0.288,1.30787,1.30906
0.562,0.29,1.30578,1.30694
0.562,0.292,1.30367,1.30481
0.562,0.294,1.30155,1.30267
0.562,0.296,1.29941,1.30051
0.562,0.298,1.29727,1.29835
0.562,0.3,1.29511,1.29617
0.562,0.302,1.29294,1.29398
0.562,0.304,1.29076,1.29178
0.562,0.306,1.28857,1.28957
0.562,0.308,1.28637,1.28734
0.562,0.31,1.28416,1.2851
0.562,0.312,1.28194,1.28286
0.562,0.314,1.27971,1.2806
0.562,0.316,1.27746,1.27833
0.562,0.318,1.2752,1.27605
0.562,0.32,1.27294,1.27376
0.562,0.322,1.27066,1.27145
0.562,0.324,1.26836,1.26914
0.562,0.326,1.26606,1.26681
0.562,0.328,1.26375,1.26448
0.562,0.33,1.26142,1.26213
0.562,0.332,1.25909,1.25977
0.562,0.334,1.25674,1.2574
0.562,0.336,1.25439,1.25502
0.562,0.338,1.25203,1.25263
0.562,0.34,1.24965,1.25023
0.562,0.342,1.24727,1.24782
0.562,0.344,1.24487,1.2454
0.562,0.346,1.24247,1.24297
0.562,0.348,1.24006,1.24053
0.562,0.35,1.23764,1.23808
0.562,0.352,1.2352,1.23561
0.562,0.354,1.23276,1.23314
0.562,0.356,1.23031,1.23066
0.562,0.358,1.22784,1.22817
0.562,0.36,1.22537,1.22567
0.562,0.362,1.22288,1.22315
0.562,0.364,1.22039,1.22063
0.562,0.366,1.21788,1.2181
0.562,0.368,1.21537,1.21556
0.562,0.37,1.21284,1.21301
0.562,0.372,1.2103,1.21045
0.562,0.374,1.20775,1.20788
0.562,0.376,1.2052,1.2053
0.562,0.378,1.20263,1.20272
0.562,0.38,1.20005,1.20012
0.562,0.382,1.19747,1.19752
0.562,0.384,1.19487,1.1949
0.562,0.386,1.19226,1.19228
0.562,0.388,1.18965,1.18964
0.562,0.39,1.18702,1.187
0.562,0.392,1.18439,1.18435
0.562,0.394,1.18175,1.1817
0.562,0.396,1.17909,1.17903
0.562,0.398,1.17644,1.17635
0.562,0.4,1.17376,1.17367
0.562,0.402,1.17109,1.17098
0.562,0.404,1.1684,1.16828
0.562,0.406,1.1657,1.16557
0.562,0.408,1.163,1.16285
0.562,0.41,1.16029,1.16013
0.562,0.412,1.15757,1.15739
0.562,0.414,1.15484,1.15465
0.562,0.416,1.15211,1.15191
0.562,0.418,1.14936,1.14915
0.562,0.42,1.14661,1.14639
0.562,0.422,1.14385,1.14362
0.562,0.424,1.14109,1.14084
0.562,0.426,1.13831,1.13805
0.562,0.428,1.13553,1.13526
0.562,0.43,1.13274,1.13246
0.562,0.432,1.12995,1.12965
0.562,0.434,1.12714,1.12684
0.562,0.436,1.12433,1.12401
0.562,0.438,1.12151,1.12119
0.562,0.44,1.11869,1.11835
0.562,0.442,1.11586,1.11551
0.562,0.444,1.11302,1.11266
0.562,0.446,1.11017,1.10981
0.562,0.448,1.10732,1.10694
0.562,0.45,1.10446,1.10408
0.562,0.452,1.1016,1.1012
0.562,0.454,1.09873,1.09832
0.562,0.456,1.09585,1.09543
0.562,0.458,1.09297,1.09254
0.562,0.46,1.09008,1.08964
0.562,0.462,1.08718,1.08674
0.562,0.464,1.08428,1.08383
0.562,0.466,1.08138,1.08091
0.562,0.468,1.07846,1.07799
0.562,0.47,1.07554,1.07507
0.562,0.472,1.07262,1.07213
0.562,0.474,1.06969,1.0692
0.562,0.476,1.06676,1.06625
0.562,0.478,1.06382,1.06331
0.562,0.48,1.06087,1.06035
0.562,0.482,1.05793,1.0574
0.562,0.484,1.05497,1.05443
0.562,0.486,1.05201,1.05147
0.562,0.488,1.04905,1.04849
0.562,0.49,1.04608,1.04552
0.562,0.492,1.04311,1.04254
0.562,0.494,1.04013,1.03955
0.562,0.496,1.03715,1.03656
0.562,0.498,1.03416,1.03357
0.564,0,1.46499,1.46499
0.564,0.002,1.46499,1.46499
0.564,0.004,1.46497,1.46496
0.564,0.006,1.46493,1.46492
0.564,0.008,1.46488,1.46487
0.564,0.01,1.4648,1.46479
0.564,0.012,1.46471,1.46471
0.564,0.014,1.46461,1.4646
0.564,0.016,1.46449,1.46448
0.564,0.018,1.46436,1.46435
0.564,0.02,1.4642,1.46419
0.564,0.022,1.46403,1.46403
0.564,0.024,1.46385,1.46384
0.564,0.026,1.46364,1.46364
0.564,0.028,1.46341,1.46343
0.564,0.03,1.46318,1.46319
0.564,0.032,1.46292,1.46295
0.564,0.034,1.46265,1.46268
0.564,0.036,1.46236,1.4624
0.564,0.038,1.46206,1.46211
0.564,0.04,1.46173,1.4618
0.564,0.042,1.46139,1.46147
0.564,0.044,1.46104,1.46112
0.564,0.046,1.46067,1.46077
0.564,0.048,1.46028,1.46039
0.564,0.05,1.45987,1.46
0.564,0.052,1.45945,1.45959
0.564,0.054,1.45901,1.45917
0.564,0.056,1.45856,1.45873
0.564,0.058,1.45809,1.45828
0.564,0.06,1.4576,1.45781
0.564,0.062,1.45709,1.45732
0.564,0.064,1.45657,1.45682
0.564,0.066,1.45604,1.4563
0.564,0.068,1.45549,1.45577
0.564,0.07,1.45492,1.45522
0.564,0.072,1.45433,1.45465
0.564,0.074,1.45373,1.45407
0.564,0.076,1.45311,1.45347
0.564,0.078,1.45247,1.45286
0.564,0.08,1.45182,1.45223
0.564,0.082,1.45116,1.45159
0.564,0.084,1.45048,1.45093
0.564,0.086,1.44978,1.45026
0.564,0.088,1.44906,1.44957
0.564,0.09,1.44833,1.44886
0.564,0.092,1.44758,1.44814
0.564,0.094,1.44682,1.4474
0.564,0.096,1.44604,1.44665
0.564,0.098,1.44525,1.44588
0.564,0.1,1.44444,1.44509
0.564,0.102,1.44361,1.44429
0.564,0.104,1.44277,1.44348
0.564,0.106,1.44191,1.44265
0.564,0.108,1.44104,1.4418
0.564,0.11,1.44015,1.44094
0.564,0.112,1.43925,1.44006
0.564,0.114,1.43833,1.43917
0.564,0.116,1.43739,1.43826
0.564,0.118,1.43644,1.43734
0.564,0.12,1.43547,1.4364
0.564,0.122,1.43448,1.43545
0.564,0.124,1.43349,1.43448
0.564,0.126,1.43247,1.43349
0.564,0.128,1.43145,1.43249
0.564,0.13,1.43041,1.43148
0.564,0.132,1.42935,1.43045
0.564,0.134,1.42828,1.4294
0.564,0.136,1.42719,1.42834
0.564,0.138,1.42608,1.42727
0.564,0.14,1.42495,1.42618
0.564,0.142,1.42381,1.42507
0.564,0.144,1.42265,1.42395
0.564,0.146,1.42148,1.42282
0.564,0.148,1.42029,1.42166
0.564,0.15,1.41909,1.4205
0.564,0.152,1.41787,1.41932
0.564,0.154,1.41665,1.41812
0.564,0.156,1.41541,1.41691
0.564,0.158,1.41415,1.41569
0.564,0.16,1.41289,1.41445
0.564,0.162,1.41161,1.41319
0.564,0.164,1.41032,1.41192
0.564,0.166,1.40902,1.41064
0.564,0.168,1.4077,1.40934
0.564,0.17,1.40638,1.40803
0.564,0.172,1.40503,1.4067
0.564,0.174,1.40368,1.40536
0.564,0.176,1.40231,1.404
0.564,0.178,1.40093,1.40263
0.564,0.18,1.39953,1.40124
0.564,0.182,1.39812,1.39984
0.564,0.184,1.3967,1.39843
0.564,0.186,1.39527,1.397
0.564,0.188,1.39382,1.39555
0.564,0.19,1.39236,1.3941
0.564,0.192,1.39088,1.39262
0.564,0.194,1.38939,1.39114
0.564,0.196,1.38789,1.38964
0.564,0.198,1.38638,1.38812
0.564,0.2,1.38485,1.38659
0.564,0.202,1.38331,1.38505
0.564,0.204,1.38175,1.38349
0.564,0.206,1.38018,1.38192
0.564,0.208,1.3786,1.38034
0.564,0.21,1.377,1.37874
0.564,0.212,1.3754,1.37713
0.564,0.214,1.37377,1.3755
0.564,0.216,1.37214,1.37386
0.564,0.218,1.37049,1.3722
0.564,0.22,1.36883,1.37054
0.564,0.222,1.36715,1.36885
0.564,0.224,1.36547,1.36716
0.564,0.226,1.36377,1.36545
0.564,0.228,1.36205,1.36373
0.564,0.23,1.36033,1.36199
0.564,0.232,1.35859,1.36024
0.564,0.234,1.35684,1.35848
0.564,0.236,1.35507,1.3567
0.564,0.238,1.35329,1.35491
0.564,0.24,1.3515,1.35311
0.564,0.242,1.3497,1.35129
0.564,0.244,1.34788,1.34947
0.564,0.246,1.34605,1.34762
0.564,0.248,1.34421,1.34577
0.564,0.25,1.34236,1.3439
0.564,0.252,1.34049,1.34202
0.564,0.254,1.33861,1.34012
0.564,0.256,1.33672,1.33822
0.564,0.258,1.33481,1.3363
0.564,0.26,1.3329,1.33436
0.564,0.262,1.33097,1.33242
0.564,0.264,1.32903,1.33046
0.564,0.266,1.32707,1.32849
0.564,0.268,1.32511,1.3265
0.564,0.27,1.32313,1.32451
0.564,0.272,1.32114,1.3225
0.564,0.274,1.31914,1.32048
0.564,0.276,1.31712,1.31844
0.564,0.278,1.3151,1.3164
0.564,0.28,1.31306,1.31434
0.564,0.282,1.31101,1.31227
0.564,0.284,1.30895,1.31019
0.564,0.286,1.30687,1.30809
0.564,0.288,1.30479,1.30598
0.564,0.29,1.30269,1.30387
0.564,0.292,1.30058,1.30174
0.564,0.294,1.29846,1.29959
0.564,0.296,1.29633,1.29744
0.564,0.298,1.29418,1.29527
0.564,0.3,1.29203,1.29309
0.564,0.302,1.28986,1.2909
0.564,0.304,1.28768,1.2887
0.564,0.306,1.28549,1.28649
0.564,0.308,1.28329,1.28426
0.564,0.31,1.28108,1.28203
0.564,0.312,1.27885,1.27978
0.564,0.314,1.27662,1.27752
0.564,0.316,1.27437,1.27525
0.564,0.318,1.27212,1.27297
0.564,0.32,1.26985,1.27068
0.564,0.322,1.26757,1.26838
0.564,0.324,1.26528,1.26606
0.564,0.326,1.26298,1.26374
0.564,0.328,1.26067,1.2614
0.564,0.33,1.25834,1.25905
0.564,0.332,1.25601,1.25669
0.564,0.334,1.25366,1.25433
0.564,0.336,1.25131,1.25195
0.564,0.338,1.24894,1.24956
0.564,0.34,1.24657,1.24716
0.564,0.342,1.24419,1.24475
0.564,0.344,1.24179,1.24232
0.564,0.346,1.23939,1.23989
0.564,0.348,1.23697,1.23745
0.564,0.35,1.23455,1.235
0.564,0.352,1.23212,1.23254
0.564,0.354,1.22968,1.23007
0.564,0.356,1.22722,1.22758
0.564,0.358,1.22476,1.22509
0.564,0.36,1.22229,1.22259
0.564,0.362,1.2198,1.22008
0.564,0.364,1.21731,1.21756
0.564,0.366,1.2148,1.21503
0.564,0.368,1.21229,1.21248
0.564,0.37,1.20976,1.20993
0.564,0.372,1.20722,1.20738
0.564,0.374,1.20468,1.20481
0.564,0.376,1.20212,1.20223
0.564,0.378,1.19956,1.19964
0.564,0.38,1.19698,1.19704
0.564,0.382,1.19439,1.19444
0.564,0.384,1.1918,1.19182
0.564,0.386,1.18919,1.1892
0.564,0.388,1.18658,1.18657
0.564,0.39,1.18395,1.18393
0.564,0.392,1.18132,1.18128
0.564,0.394,1.17868,1.17862
0.564,0.396,1.17602,1.17595
0.564,0.398,1.17337,1.17328
0.564,0.4,1.1707,1.17059
0.564,0.402,1.16802,1.1679
0.564,0.404,1.16533,1.1652
0.564,0.406,1.16264,1.16249
0.564,0.408,1.15994,1.15978
0.564,0.41,1.15722,1.15705
0.564,0.412,1.15451,1.15432
0.564,0.414,1.15178,1.15158
0.564,0.416,1.14904,1.14883
0.564,0.418,1.1463,1.14607
0.564,0.42,1.14355,1.14331
0.564,0.422,1.14079,1.14054
0.564,0.424,1.13802,1.13776
0.564,0.426,1.13525,1.13497
0.564,0.428,1.13247,1.13218
0.564,0.43,1.12968,1.12938
0.564,0.432,1.12688,1.12657
0.564,0.434,1.12408,1.12376
0.564,0.436,1.12127,1.12094
0.564,0.438,1.11845,1.11811
0.564,0.44,1.11563,1.11527
0.564,0.442,1.11279,1.11243
0.564,0.444,1.10995,1.10958
0.564,0.446,1.10711,1.10673
0.564,0.448,1.10426,1.10387
0.564,0.45,1.1014,1.101
0.564,0.452,1.09854,1.09813
0.564,0.454,1.09566,1.09524
0.564,0.456,1.09279,1.09236
0.564,0.458,1.0899,1.08947
0.564,0.46,1.08702,1.08657
0.564,0.462,1.08412,1.08366
0.564,0.464,1.08122,1.08075
0.564,0.466,1.07831,1.07784
0.564,0.468,1.0754,1.07492
0.564,0.47,1.07248,1.07199
0.564,0.472,1.06956,1.06906
0.564,0.474,1.06663,1.06612
0.564,0.476,1.0637,1.06318
0.564,0.478,1.06076,1.06023
0.564,0.48,1.05781,1.05728
0.564,0.482,1.05486,1.05432
0.564,0.484,1.05191,1.05136
0.564,0.486,1.04895,1.04839
0.564,0.488,1.04598,1.04542
0.564,0.49,1.04302,1.04244
0.564,0.492,1.04004,1.03946
0.564,0.494,1.03707,1.03647
0.564,0.496,1.03408,1.03348
0.564,0.498,1.0311,1.03049
0.566,0,1.46192,1.46192
0.566,0.002,1.46191,1.46191
0.566,0.004,1.46189,1.46188
0.566,0.006,1.46186,1.46184
0.566,0.008,1.4618,1.46179
0.566,0.01,1.46173,1.46172
0.566,0.012,1.46164,1.46163
0.566,0.014,1.46154,1.46152
0.566,0.016,1.46142,1.4614
0.566,0.018,1.46128,1.46127
0.566,0.02,1.46113,1.46112
0.566,0.022,1.46096,1.46095
0.566,0.024,1.46077,1.46076
0.566,0.026,1.46056,1.46056
0.566,0.028,1.46034,1.46035
0.566,0.03,1.4601,1.46012
0.566,0.032,1.45985,1.45987
0.566,0.034,1.45958,1.45961
0.566,0.036,1.45928,1.45933
0.566,0.038,1.45898,1.45903
0.566,0.04,1.45866,1.45872
0.566,0.042,1.45831,1.45839
0.566,0.044,1.45796,1.45805
0.566,0.046,1.45759,1.45769
0.566,0.048,1.4572,1.45731
0.566,0.05,1.45679,1.45692
0.566,0.052,1.45637,1.45652
0.566,0.054,1.45593,1.45609
0.566,0.056,1.45548,1.45565
0.566,0.058,1.45501,1.4552
0.566,0.06,1.45452,1.45473
0.566,0.062,1.45401,1.45424
0.566,0.064,1.45349,1.45374
0.566,0.066,1.45295,1.45322
0.566,0.068,1.4524,1.45269
0.566,0.07,1.45183,1.45214
0.566,0.072,1.45125,1.45157
0.566,0.074,1.45064,1.45099
0.566,0.076,1.45002,1.4504
0.566,0.078,1.44939,1.44978
0.566,0.08,1.44874,1.44916
0.566,0.082,1.44807,1.44851
0.566,0.084,1.44739,1.44785
0.566,0.086,1.44669,1.44718
0.566,0.088,1.44598,1.44649
0.566,0.09,1.44524,1.44578
0.566,0.092,1.4445,1.44506
0.566,0.094,1.44373,1.44432
0.566,0.096,1.44296,1.44357
0.566,0.098,1.44216,1.4428
0.566,0.1,1.44135,1.44202
0.566,0.102,1.44052,1.44122
0.566,0.104,1.43968,1.4404
0.566,0.106,1.43882,1.43957
0.566,0.108,1.43795,1.43872
0.566,0.11,1.43706,1.43786
0.566,0.112,1.43616,1.43699
0.566,0.114,1.43524,1.43609
0.566,0.116,1.4343,1.43519
0.566,0.118,1.43335,1.43426
0.566,0.12,1.43238,1.43332
0.566,0.122,1.4314,1.43237
0.566,0.124,1.4304,1.4314
0.566,0.126,1.42938,1.43042
0.566,0.128,1.42836,1.42942
0.566,0.13,1.42732,1.4284
0.566,0.132,1.42626,1.42737
0.566,0.134,1.42519,1.42633
0.566,0.136,1.42409,1.42527
0.566,0.138,1.42299,1.42419
0.566,0.14,1.42186,1.4231
0.566,0.142,1.42072,1.42199
0.566,0.144,1.41956,1.42087
0.566,0.146,1.41839,1.41974
0.566,0.148,1.4172,1.41859
0.566,0.15,1.41599,1.41742
0.566,0.152,1.41478,1.41624
0.566,0.154,1.41355,1.41505
0.566,0.156,1.41232,1.41384
0.566,0.158,1.41106,1.41261
0.566,0.16,1.4098,1.41137
0.566,0.162,1.40852,1.41012
0.566,0.164,1.40723,1.40885
0.566,0.166,1.40593,1.40756
0.566,0.168,1.40461,1.40626
0.566,0.17,1.40328,1.40495
0.566,0.172,1.40194,1.40362
0.566,0.174,1.40059,1.40228
0.566,0.176,1.39922,1.40092
0.566,0.178,1.39784,1.39955
0.566,0.18,1.39644,1.39817
0.566,0.182,1.39503,1.39677
0.566,0.184,1.39361,1.39535
0.566,0.186,1.39218,1.39392
0.566,0.188,1.39073,1.39248
0.566,0.19,1.38927,1.39102
0.566,0.192,1.38779,1.38955
0.566,0.194,1.3863,1.38806
0.566,0.196,1.3848,1.38656
0.566,0.198,1.38329,1.38504
0.566,0.2,1.38176,1.38352
0.566,0.202,1.38022,1.38197
0.566,0.204,1.37866,1.38042
0.566,0.206,1.37709,1.37884
0.566,0.208,1.37551,1.37726
0.566,0.21,1.37391,1.37566
0.566,0.212,1.37231,1.37405
0.566,0.214,1.37068,1.37242
0.566,0.216,1.36905,1.37078
0.566,0.218,1.3674,1.36913
0.566,0.22,1.36574,1.36746
0.566,0.222,1.36406,1.36578
0.566,0.224,1.36238,1.36408
0.566,0.226,1.36068,1.36237
0.566,0.228,1.35896,1.36065
0.566,0.23,1.35724,1.35891
0.566,0.232,1.3555,1.35716
0.566,0.234,1.35375,1.3554
0.566,0.236,1.35198,1.35363
0.566,0.238,1.35021,1.35184
0.566,0.24,1.34841,1.35003
0.566,0.242,1.34661,1.34822
0.566,0.244,1.34479,1.34639
0.566,0.246,1.34297,1.34455
0.566,0.248,1.34112,1.34269
0.566,0.25,1.33927,1.34082
0.566,0.252,1.3374,1.33894
0.566,0.254,1.33553,1.33705
0.566,0.256,1.33363,1.33514
0.566,0.258,1.33173,1.33322
0.566,0.26,1.32981,1.33129
0.566,0.262,1.32788,1.32934
0.566,0.264,1.32594,1.32738
0.566,0.266,1.32399,1.32541
0.566,0.268,1.32202,1.32343
0.566,0.27,1.32004,1.32143
0.566,0.272,1.31806,1.31942
0.566,0.274,1.31605,1.3174
0.566,0.276,1.31404,1.31537
0.566,0.278,1.31201,1.31332
0.566,0.28,1.30997,1.31126
0.566,0.282,1.30792,1.30919
0.566,0.284,1.30586,1.30711
0.566,0.286,1.30379,1.30501
0.566,0.288,1.3017,1.30291
0.566,0.29,1.29961,1.30079
0.566,0.292,1.2975,1.29866
0.566,0.294,1.29538,1.29652
0.566,0.296,1.29325,1.29436
0.566,0.298,1.2911,1.29219
0.566,0.3,1.28895,1.29002
0.566,0.302,1.28678,1.28783
0.566,0.304,1.2846,1.28562
0.566,0.306,1.28241,1.28341
0.566,0.308,1.2802,1.28119
0.566,0.31,1.27799,1.27895
0.566,0.312,1.27577,1.2767
0.566,0.314,1.27354,1.27445
0.566,0.316,1.27129,1.27218
0.566,0.318,1.26904,1.26989
0.566,0.32,1.26677,1.2676
0.566,0.322,1.26449,1.2653
0.566,0.324,1.2622,1.26298
0.566,0.326,1.2599,1.26066
0.566,0.328,1.25759,1.25832
0.566,0.33,1.25526,1.25598
0.566,0.332,1.25293,1.25362
0.566,0.334,1.25058,1.25125
0.566,0.336,1.24823,1.24887
0.566,0.338,1.24586,1.24648
0.566,0.34,1.24349,1.24408
0.566,0.342,1.2411,1.24167
0.566,0.344,1.23871,1.23925
0.566,0.346,1.23631,1.23682
0.566,0.348,1.23389,1.23437
0.566,0.35,1.23147,1.23192
0.566,0.352,1.22904,1.22946
0.566,0.354,1.22659,1.22699
0.566,0.356,1.22414,1.22451
0.566,0.358,1.22168,1.22201
0.566,0.36,1.21921,1.21951
0.566,0.362,1.21672,1.217
0.566,0.364,1.21423,1.21448
0.566,0.366,1.21172,1.21195
0.566,0.368,1.20921,1.20941
0.566,0.37,1.20669,1.20686
0.566,0.372,1.20415,1.2043
0.566,0.374,1.2016,1.20173
0.566,0.376,1.19905,1.19915
0.566,0.378,1.19648,1.19656
0.566,0.38,1.19391,1.19397
0.566,0.382,1.19132,1.19136
0.566,0.384,1.18873,1.18875
0.566,0.386,1.18612,1.18612
0.566,0.388,1.18351,1.18349
0.566,0.39,1.18088,1.18085
0.566,0.392,1.17825,1.1782
0.566,0.394,1.17561,1.17554
0.566,0.396,1.17296,1.17288
0.566,0.398,1.1703,1.1702
0.566,0.4,1.16763,1.16752
0.566,0.402,1.16495,1.16482
0.566,0.404,1.16227,1.16212
0.566,0.406,1.15957,1.15941
0.566,0.408,1.15687,1.1567
0.566,0.41,1.15416,1.15397
0.566,0.412,1.15144,1.15124
0.566,0.414,1.14871,1.1485
0.566,0.416,1.14598,1.14575
0.566,0.418,1.14323,1.143
0.566,0.42,1.14048,1.14023
0.566,0.422,1.13773,1.13746
0.566,0.424,1.13496,1.13468
0.566,0.426,1.13219,1.1319
0.566,0.428,1.1294,1.1291
0.566,0.43,1.12661,1.1263
0.566,0.432,1.12382,1.1235
0.566,0.434,1.12101,1.12068
0.566,0.436,1.11821,1.11786
0.566,0.438,1.11539,1.11503
0.566,0.44,1.11256,1.1122
0.566,0.442,1.10973,1.10936
0.566,0.444,1.10689,1.10651
0.566,0.446,1.10405,1.10365
0.566,0.448,1.1012,1.10079
0.566,0.45,1.09834,1.09792
0.566,0.452,1.09547,1.09505
0.566,0.454,1.0926,1.09217
0.566,0.456,1.08973,1.08928
0.566,0.458,1.08684,1.08639
0.566,0.46,1.08395,1.08349
0.566,0.462,1.08106,1.08059
0.566,0.464,1.07816,1.07768
0.566,0.466,1.07525,1.07476
0.566,0.468,1.07234,1.07184
0.566,0.47,1.06942,1.06891
0.566,0.472,1.0665,1.06598
0.566,0.474,1.06357,1.06304
0.566,0.476,1.06064,1.0601
0.566,0.478,1.05769,1.05715
0.566,0.48,1.05475,1.0542
0.566,0.482,1.0518,1.05124
0.566,0.484,1.04885,1.04828
0.566,0.486,1.04589,1.04531
0.566,0.488,1.04292,1.04234
0.566,0.49,1.03996,1.03936
0.566,0.492,1.03698,1.03638
0.566,0.494,1.034,1.0334
0.566,0.496,1.03102,1.03041
0.566,0.498,1.02803,1.02741
0.568,0,1.45884,1.45884
0.568,0.002,1.45884,1.45883
0.568,0.004,1.45882,1.45881
0.568,0.006,1.45879,1.45877
0.568,0.008,1.45874,1.45871
0.568,0.01,1.45866,1.45864
0.568,0.012,1.45857,1.45855
0.568,0.014,1.45847,1.45845
0.568,0.016,1.45835,1.45833
0.568,0.018,1.45821,1.45819
0.568,0.02,1.45805,1.45804
0.568,0.022,1.45788,1.45787
0.568,0.024,1.4577,1.45769
0.568,0.026,1.45749,1.45749
0.568,0.028,1.45727,1.45727
0.568,0.03,1.45703,1.45704
0.568,0.032,1.45677,1.45679
0.568,0.034,1.4565,1.45653
0.568,0.036,1.45621,1.45625
0.568,0.038,1.4559,1.45595
0.568,0.04,1.45558,1.45564
0.568,0.042,1.45524,1.45531
0.568,0.044,1.45488,1.45497
0.568,0.046,1.45451,1.45461
0.568,0.048,1.45412,1.45424
0.568,0.05,1.45372,1.45384
0.568,0.052,1.45329,1.45344
0.568,0.054,1.45285,1.45301
0.568,0.056,1.4524,1.45258
0.568,0.058,1.45193,1.45212
0.568,0.06,1.45144,1.45165
0.568,0.062,1.45093,1.45117
0.568,0.064,1.45041,1.45066
0.568,0.066,1.44987,1.45015
0.568,0.068,1.44932,1.44961
0.568,0.07,1.44875,1.44906
0.568,0.072,1.44817,1.4485
