x,y,p,phi_on_grid
0.03,0.89,1.0414,1.04142
0.03,0.9,1.03428,1.0343
0.03,0.91,1.02772,1.02775
0.03,0.92,1.02176,1.02179
0.03,0.93,1.01642,1.01645
0.03,0.94,1.01172,1.01175
0.03,0.95,1.00768,1.00771
0.03,0.96,1.00433,1.00435
0.03,0.97,1.00168,1.00169
0.03,0.98,0.99976,0.999769
0.03,0.99,0.998596,0.998597
0.03,1,0.998201,0.998201
0.04,0.5,1.55921,1.5593
0.04,0.51,1.54416,1.54425
0.04,0.52,1.52903,1.52912
0.04,0.53,1.51382,1.51391
0.04,0.54,1.49855,1.49863
0.04,0.55,1.48322,1.48331
0.04,0.56,1.46787,1.46795
0.04,0.57,1.45249,1.45256
0.04,0.58,1.4371,1.43717
0.04,0.59,1.42172,1.42178
0.04,0.6,1.40635,1.4064
0.04,0.61,1.39102,1.39106
0.04,0.62,1.37574,1.37577
0.04,0.63,1.36052,1.36053
0.04,0.64,1.34538,1.34537
0.04,0.65,1.33033,1.33031
0.04,0.66,1.31539,1.31535
0.04,0.67,1.30057,1.30051
0.04,0.68,1.28589,1.28582
0.04,0.69,1.27136,1.27127
0.04,0.7,1.25699,1.2569
0.04,0.71,1.24282,1.24272
0.04,0.72,1.22884,1.22874
0.04,0.73,1.21508,1.21498
0.04,0.74,1.20155,1.20147
0.04,0.75,1.18828,1.18821
0.04,0.76,1.17529,1.17522
0.04,0.77,1.1626,1.16253
0.04,0.78,1.15022,1.15015
0.04,0.79,1.13819,1.1381
0.04,0.8,1.1265,1.1264
0.04,0.81,1.11516,1.11507
0.04,0.82,1.1042,1.10412
0.04,0.83,1.09363,1.09359
0.04,0.84,1.08352,1.08347
0.04,0.85,1.07384,1.07381
0.04,0.86,1.06463,1.06461
0.04,0.87,1.05589,1.0559
0.04,0.88,1.04767,1.0477
0.04,0.89,1.03999,1.04002
0.04,0.9,1.03287,1.0329
0.04,0.91,1.02631,1.02635
0.04,0.92,1.02034,1.0204
0.04,0.93,1.015,1.01505
0.04,0.94,1.01031,1.01035
0.04,0.95,1.00627,1.00631
0.04,0.96,1.00292,1.00295
0.04,0.97,1.00027,1.0003
0.04,0.98,0.998355,0.998371
0.04,0.99,0.997196,0.997199
0.04,1,0.996803,0.996803
0.05,0.5,1.55739,1.55751
0.05,0.51,1.54235,1.54246
0.05,0.52,1.52721,1.52732
0.05,0.53,1.512,1.51211
0.05,0.54,1.49673,1.49684
0.05,0.55,1.48141,1.48151
0.05,0.56,1.46605,1.46615
0.05,0.57,1.45067,1.45077
0.05,0.58,1.43529,1.43537
0.05,0.59,1.4199,1.41998
0.05,0.6,1.40454,1.40461
0.05,0.61,1.38922,1.38926
0.05,0.62,1.37393,1.37397
0.05,0.63,1.35872,1.35874
0.05,0.64,1.34358,1.34358
0.05,0.65,1.32854,1.32851
0.05,0.66,1.3136,1.31355
0.05,0.67,1.29878,1.29872
0.05,0.68,1.2841,1.28402
0.05,0.69,1.26958,1.26948
0.05,0.7,1.25522,1.25511
0.05,0.71,1.24105,1.24092
0.05,0.72,1.22708,1.22694
0.05,0.73,1.21331,1.21319
0.05,0.74,1.19978,1.19967
0.05,0.75,1.1865,1.18641
0.05,0.76,1.1735,1.17343
0.05,0.77,1.16082,1.16074
0.05,0.78,1.14844,1.14836
0.05,0.79,1.13641,1.13631
0.05,0.8,1.12472,1.12461
0.05,0.81,1.11337,1.11327
0.05,0.82,1.1024,1.10233
0.05,0.83,1.09185,1.09179
0.05,0.84,1.08171,1.08168
0.05,0.85,1.07206,1.07201
0.05,0.86,1.06284,1.06281
0.05,0.87,1.0541,1.0541
0.05,0.88,1.04587,1.0459
0.05,0.89,1.03819,1.03823
0.05,0.9,1.03107,1.03111
0.05,0.91,1.02451,1.02456
0.05,0.92,1.01854,1.0186
0.05,0.93,1.01319,1.01326
0.05,0.94,1.0085,1.00856
0.05,0.95,1.00447,1.00451
0.05,0.96,1.00111,1.00115
0.05,0.97,0.998461,0.998499
0.05,0.98,0.996553,0.996574
0.05,0.99,0.995399,0.995402
0.05,1,0.995006,0.995006
0.06,0.5,1.55518,1.55531
0.06,0.51,1.54013,1.54026
0.06,0.52,1.525,1.52513
0.06,0.53,1.50979,1.50992
0.06,0.54,1.49451,1.49464
0.06,0.55,1.47919,1.47932
0.06,0.56,1.46384,1.46396
0.06,0.57,1.44846,1.44857
0.06,0.58,1.43308,1.43318
0.06,0.59,1.4177,1.41779
0.06,0.6,1.40234,1.40241
0.06,0.61,1.38702,1.38707
0.06,0.62,1.37174,1.37178
0.06,0.63,1.35653,1.35654
0.06,0.64,1.34139,1.34139
0.06,0.65,1.32635,1.32632
0.06,0.66,1.31141,1.31136
0.06,0.67,1.2966,1.29652
0.06,0.68,1.28193,1.28183
0.06,0.69,1.26742,1.26728
0.06,0.7,1.25306,1.25291
0.06,0.71,1.2389,1.23873
0.06,0.72,1.22492,1.22475
0.06,0.73,1.21115,1.211
0.06,0.74,1.19762,1.19748
0.06,0.75,1.18433,1.18422
0.06,0.76,1.17132,1.17123
0.06,0.77,1.15863,1.15854
0.06,0.78,1.14626,1.14616
0.06,0.79,1.13422,1.13411
0.06,0.8,1.12254,1.12241
0.06,0.81,1.11119,1.11108
0.06,0.82,1.10021,1.10013
0.06,0.83,1.08965,1.0896
0.06,0.84,1.07953,1.07948
0.06,0.85,1.06986,1.06982
0.06,0.86,1.06067,1.06062
0.06,0.87,1.05192,1.05191
0.06,0.88,1.04368,1.04371
0.06,0.89,1.036,1.03604
0.06,0.9,1.02888,1.02891
0.06,0.91,1.02232,1.02236
0.06,0.92,1.01634,1.01641
0.06,0.93,1.011,1.01106
0.06,0.94,1.00631,1.00636
0.06,0.95,1.00228,1.00232
0.06,0.96,0.998921,0.99896
0.06,0.97,0.996266,0.996306
0.06,0.98,0.99436,0.994381
0.06,0.99,0.993207,0.993209
0.06,1,0.992813,0.992813
0.07,0.5,1.55257,1.55272
0.07,0.51,1.53752,1.53768
0.07,0.52,1.52238,1.52254
0.07,0.53,1.50717,1.50733
0.07,0.54,1.4919,1.49205
0.07,0.55,1.47658,1.47673
0.07,0.56,1.46123,1.46137
0.07,0.57,1.44586,1.44598
0.07,0.58,1.43047,1.43059
0.07,0.59,1.4151,1.4152
0.07,0.6,1.39974,1.39982
0.07,0.61,1.38442,1.38448
0.07,0.62,1.36914,1.36919
0.07,0.63,1.35393,1.35395
0.07,0.64,1.3388,1.3388
0.07,0.65,1.32376,1.32373
0.07,0.66,1.30883,1.30877
0.07,0.67,1.29402,1.29394
0.07,0.68,1.27936,1.27924
0.07,0.69,1.26485,1.2647
0.07,0.7,1.25051,1.25032
0.07,0.71,1.23634,1.23614
0.07,0.72,1.22236,1.22216
0.07,0.73,1.20859,1.20841
0.07,0.74,1.19505,1.19489
0.07,0.75,1.18175,1.18163
0.07,0.76,1.16874,1.16865
0.07,0.77,1.15604,1.15595
0.07,0.78,1.14367,1.14357
0.07,0.79,1.13164,1.13152
0.07,0.8,1.11995,1.11982
0.07,0.81,1.1086,1.10849
0.07,0.82,1.09762,1.09755
0.07,0.83,1.08705,1.08701
0.07,0.84,1.07694,1.0769
0.07,0.85,1.06728,1.06723
0.07,0.86,1.05807,1.05803
0.07,0.87,1.04934,1.04932
0.07,0.88,1.0411,1.04112
0.07,0.89,1.03341,1.03345
0.07,0.9,1.02629,1.02632
0.07,0.91,1.01973,1.01977
0.07,0.92,1.01375,1.01382
0.07,0.93,1.0084,1.00848
0.07,0.94,1.00372,1.00377
0.07,0.95,0.999691,0.99973
0.07,0.96,0.996331,0.996371
0.07,0.97,0.993675,0.993717
0.07,0.98,0.991771,0.991792
0.07,0.99,0.990621,0.99062
0.07,1,0.990224,0.990224
0.08,0.5,1.54956,1.54974
0.08,0.51,1.53451,1.53469
0.08,0.52,1.51937,1.51956
0.08,0.53,1.50416,1.50435
0.08,0.54,1.48889,1.48907
0.08,0.55,1.47358,1.47375
0.08,0.56,1.45823,1.45839
0.08,0.57,1.44285,1.443
0.08,0.58,1.42748,1.42761
0.08,0.59,1.41209,1.41221
0.08,0.6,1.39674,1.39684
0.08,0.61,1.38142,1.3815
0.08,0.62,1.36614,1.3662
0.08,0.63,1.35094,1.35097
0.08,0.64,1.33581,1.33581
0.08,0.65,1.32078,1.32075
0.08,0.66,1.30585,1.30579
0.08,0.67,1.29106,1.29095
0.08,0.68,1.2764,1.27625
0.08,0.69,1.26189,1.26171
0.08,0.7,1.24755,1.24734
0.08,0.71,1.23338,1.23316
0.08,0.72,1.2194,1.21918
0.08,0.73,1.20562,1.20542
0.08,0.74,1.19208,1.19191
0.08,0.75,1.17877,1.17865
0.08,0.76,1.16576,1.16566
0.08,0.77,1.15306,1.15297
0.08,0.78,1.14068,1.14059
0.08,0.79,1.12866,1.12854
0.08,0.8,1.11697,1.11684
0.08,0.81,1.10561,1.10551
0.08,0.82,1.09463,1.09456
0.08,0.83,1.08406,1.08402
0.08,0.84,1.07394,1.07391
0.08,0.85,1.06429,1.06425
0.08,0.86,1.05509,1.05505
0.08,0.87,1.04634,1.04634
0.08,0.88,1.03812,1.03814
0.08,0.89,1.03043,1.03046
0.08,0.9,1.02331,1.02334
0.08,0.91,1.01674,1.01679
0.08,0.92,1.01076,1.01083
0.08,0.93,1.00541,1.00549
0.08,0.94,1.00072,1.00079
0.08,0.95,0.996701,0.996747
0.08,0.96,0.993342,0.993388
0.08,0.97,0.990686,0.990734
0.08,0.98,0.988784,0.988809
0.08,0.99,0.987637,0.987637
0.08,1,0.987241,0.987241
0.09,0.5,1.54616,1.54637
0.09,0.51,1.53111,1.53132
0.09,0.52,1.51597,1.51618
0.09,0.53,1.50077,1.50097
0.09,0.54,1.48549,1.4857
0.09,0.55,1.47018,1.47037
0.09,0.56,1.45483,1.45501
0.09,0.57,1.43946,1.43963
0.09,0.58,1.42408,1.42423
0.09,0.59,1.4087,1.40884
0.09,0.6,1.39335,1.39347
0.09,0.61,1.37803,1.37812
0.09,0.62,1.36276,1.36283
0.09,0.63,1.34756,1.3476
0.09,0.64,1.33244,1.33244
0.09,0.65,1.31741,1.31737
0.09,0.66,1.3025,1.30241
0.09,0.67,1.2877,1.28758
0.09,0.68,1.27305,1.27288
0.09,0.69,1.25854,1.25834
0.09,0.7,1.24419,1.24397
0.09,0.71,1.23003,1.22978
0.09,0.72,1.21604,1.2158
0.09,0.73,1.20226,1.20205
0.09,0.74,1.18871,1.18853
0.09,0.75,1.1754,1.17527
0.09,0.76,1.16237,1.16229
0.09,0.77,1.14968,1.1496
0.09,0.78,1.1373,1.13722
0.09,0.79,1.12528,1.12517
0.09,0.8,1.11359,1.11347
0.09,0.81,1.10223,1.10213
0.09,0.82,1.09124,1.09119
0.09,0.83,1.08068,1.08065
0.09,0.84,1.07056,1.07054
0.09,0.85,1.0609,1.06087
0.09,0.86,1.05171,1.05167
0.09,0.87,1.04297,1.04296
0.09,0.88,1.03473,1.03476
0.09,0.89,1.02706,1.02709
0.09,0.9,1.01994,1.01997
0.09,0.91,1.01337,1.01342
0.09,0.92,1.00739,1.00746
0.09,0.93,1.00204,1.00212
0.09,0.94,0.997349,0.997415
0.09,0.95,0.993327,0.993372
0.09,0.96,0.989965,0.990012
0.09,0.97,0.987307,0.987358
0.09,0.98,0.985407,0.985434
0.09,0.99,0.984263,0.984262
0.09,1,0.983866,0.983866
0.1,0.5,1.54238,1.5426
0.1,0.51,1.52733,1.52755
0.1,0.52,1.51219,1.51242
0.1,0.53,1.49698,1.4972
0.1,0.54,1.48171,1.48193
0.1,0.55,1.46639,1.46661
0.1,0.56,1.45104,1.45124
0.1,0.57,1.43566,1.43586
0.1,0.58,1.42029,1.42046
0.1,0.59,1.40492,1.40507
0.1,0.6,1.38956,1.3897
0.1,0.61,1.37426,1.37436
0.1,0.62,1.35899,1.35906
0.1,0.63,1.3438,1.34383
0.1,0.64,1.32868,1.32867
0.1,0.65,1.31365,1.31361
0.1,0.66,1.29875,1.29865
0.1,0.67,1.28395,1.28381
0.1,0.68,1.2693,1.26911
0.1,0.69,1.2548,1.25457
0.1,0.7,1.24045,1.2402
0.1,0.71,1.22628,1.22602
0.1,0.72,1.21229,1.21204
0.1,0.73,1.1985,1.19828
0.1,0.74,1.18494,1.18477
0.1,0.75,1.17163,1.17151
0.1,0.76,1.1586,1.15852
0.1,0.77,1.1459,1.14583
0.1,0.78,1.13353,1.13345
0.1,0.79,1.12151,1.1214
0.1,0.8,1.10982,1.1097
0.1,0.81,1.09847,1.09837
0.1,0.82,1.08748,1.08742
0.1,0.83,1.07691,1.07688
0.1,0.84,1.06679,1.06677
0.1,0.85,1.05713,1.05711
0.1,0.86,1.04794,1.04791
0.1,0.87,1.0392,1.0392
0.1,0.88,1.03096,1.031
0.1,0.89,1.02329,1.02332
0.1,0.9,1.01618,1.0162
0.1,0.91,1.00962,1.00965
0.1,0.92,1.00364,1.00369
0.1,0.93,0.998278,0.998352
0.1,0.94,0.993589,0.993649
0.1,0.95,0.989567,0.989606
0.1,0.96,0.986205,0.986247
0.1,0.97,0.983544,0.983593
0.1,0.98,0.981643,0.981668
0.1,0.99,0.980499,0.980496
0.1,1,0.9801,0.9801
0.11,0.5,1.5382,1.53845
0.11,0.51,1.52316,1.5234
0.11,0.52,1.50802,1.50826
0.11,0.53,1.49281,1.49305
0.11,0.54,1.47753,1.47778
0.11,0.55,1.46221,1.46245
0.11,0.56,1.44686,1.44709
0.11,0.57,1.43149,1.43171
0.11,0.58,1.41611,1.41631
0.11,0.59,1.40074,1.40092
0.11,0.6,1.3854,1.38555
0.11,0.61,1.37009,1.3702
0.11,0.62,1.35484,1.35491
0.11,0.63,1.33964,1.33968
0.11,0.64,1.32453,1.32452
0.11,0.65,1.30951,1.30945
0.11,0.66,1.2946,1.29449
0.11,0.67,1.27981,1.27966
0.11,0.68,1.26516,1.26496
0.11,0.69,1.25066,1.25042
0.11,0.7,1.23631,1.23605
0.11,0.71,1.22214,1.22186
0.11,0.72,1.20814,1.20788
0.11,0.73,1.19435,1.19413
0.11,0.74,1.18078,1.18061
0.11,0.75,1.16747,1.16735
0.11,0.76,1.15444,1.15437
0.11,0.77,1.14174,1.14168
0.11,0.78,1.12937,1.1293
0.11,0.79,1.11735,1.11725
0.11,0.8,1.10565,1.10555
0.11,0.81,1.0943,1.09421
0.11,0.82,1.08331,1.08327
0.11,0.83,1.07274,1.07273
0.11,0.84,1.06262,1.06262
0.11,0.85,1.05298,1.05295
0.11,0.86,1.04378,1.04375
0.11,0.87,1.03503,1.03504
0.11,0.88,1.02681,1.02684
0.11,0.89,1.01913,1.01917
0.11,0.9,1.01202,1.01205
0.11,0.91,1.00548,1.0055
0.11,0.92,0.999491,0.999539
0.11,0.93,0.99413,0.994198
0.11,0.94,0.98944,0.989495
0.11,0.95,0.985421,0.985453
0.11,0.96,0.982054,0.982093
0.11,0.97,0.979392,0.979439
0.11,0.98,0.977492,0.977515
0.11,0.99,0.976348,0.976342
0.11,1,0.975946,0.975946
0.12,0.5,1.53365,1.53391
0.12,0.51,1.51859,1.51886
0.12,0.52,1.50345,1.50372
0.12,0.53,1.48824,1.48851
0.12,0.54,1.47297,1.47324
0.12,0.55,1.45765,1.45791
0.12,0.56,1.4423,1.44255
0.12,0.57,1.42693,1.42717
0.12,0.58,1.41156,1.41177
0.12,0.59,1.3962,1.39638
0.12,0.6,1.38085,1.38101
0.12,0.61,1.36555,1.36567
0.12,0.62,1.35029,1.35037
0.12,0.63,1.33511,1.33514
0.12,0.64,1.32,1.31998
0.12,0.65,1.30498,1.30491
0.12,0.66,1.29007,1.28995
0.12,0.67,1.27528,1.27512
0.12,0.68,1.26063,1.26042
0.12,0.69,1.24612,1.24588
0.12,0.7,1.23177,1.23151
0.12,0.71,1.2176,1.21732
0.12,0.72,1.2036,1.20335
0.12,0.73,1.18981,1.18959
0.12,0.74,1.17624,1.17607
0.12,0.75,1.16291,1.16281
0.12,0.76,1.14989,1.14983
0.12,0.77,1.13718,1.13714
0.12,0.78,1.12482,1.12476
0.12,0.79,1.1128,1.11271
0.12,0.8,1.10111,1.10101
0.12,0.81,1.08975,1.08967
0.12,0.82,1.07877,1.07873
0.12,0.83,1.06819,1.06819
0.12,0.84,1.05807,1.05808
0.12,0.85,1.04843,1.04841
0.12,0.86,1.03924,1.03922
0.12,0.87,1.03049,1.0305
0.12,0.88,1.02226,1.0223
0.12,0.89,1.01459,1.01463
0.12,0.9,1.00748,1.00751
0.12,0.91,1.00092,1.00096
0.12,0.92,0.994963,0.995
0.12,0.93,0.989602,0.989659
0.12,0.94,0.984906,0.984956
0.12,0.95,0.980886,0.980914
0.12,0.96,0.977521,0.977554
0.12,0.97,0.974856,0.9749
0.12,0.98,0.972954,0.972976
0.12,0.99,0.971809,0.971803
0.12,1,0.971407,0.971407
0.13,0.5,1.5287,1.52899
0.13,0.51,1.51364,1.51394
0.13,0.52,1.4985,1.4988
0.13,0.53,1.48329,1.48359
0.13,0.54,1.46802,1.46832
0.13,0.55,1.45271,1.45299
0.13,0.56,1.43737,1.43763
0.13,0.57,1.422,1.42225
0.13,0.58,1.40663,1.40685
0.13,0.59,1.39126,1.39146
0.13,0.6,1.37593,1.37609
0.13,0.61,1.36062,1.36074
0.13,0.62,1.34537,1.34545
0.13,0.63,1.33018,1.33022
0.13,0.64,1.31507,1.31506
0.13,0.65,1.30006,1.29999
0.13,0.66,1.28515,1.28503
0.13,0.67,1.27035,1.2702
0.13,0.68,1.2557,1.2555
0.13,0.69,1.2412,1.24096
0.13,0.7,1.22685,1.22659
0.13,0.71,1.21268,1.2124
0.13,0.72,1.19868,1.19842
0.13,0.73,1.18488,1.18467
0.13,0.74,1.17131,1.17115
0.13,0.75,1.15798,1.15789
0.13,0.76,1.14495,1.14491
0.13,0.77,1.13225,1.13222
0.13,0.78,1.11987,1.11984
0.13,0.79,1.10786,1.10779
0.13,0.8,1.09618,1.09609
0.13,0.81,1.08482,1.08475
0.13,0.82,1.07383,1.07381
0.13,0.83,1.06326,1.06327
0.13,0.84,1.05314,1.05316
0.13,0.85,1.04349,1.04349
0.13,0.86,1.03431,1.03429
0.13,0.87,1.02556,1.02558
0.13,0.88,1.01733,1.01738
0.13,0.89,1.00966,1.00971
0.13,0.9,1.00256,1.00259
0.13,0.91,0.996009,0.996035
0.13,0.92,0.99003,0.990079
0.13,0.93,0.98469,0.984738
0.13,0.94,0.979999,0.980035
0.13,0.95,0.975974,0.975992
0.13,0.96,0.972606,0.972632
0.13,0.97,0.969937,0.969978
0.13,0.98,0.968036,0.968054
0.13,0.99,0.966891,0.966882
0.13,1,0.966486,0.966486
0.14,0.5,1.52337,1.52368
0.14,0.51,1.50832,1.50864
0.14,0.52,1.49318,1.4935
0.14,0.53,1.47798,1.47829
0.14,0.54,1.4627,1.46301
0.14,0.55,1.44739,1.44769
0.14,0.56,1.43205,1.43233
0.14,0.57,1.41669,1.41694
0.14,0.58,1.40132,1.40155
0.14,0.59,1.38596,1.38616
0.14,0.6,1.37062,1.37078
0.14,0.61,1.35532,1.35544
0.14,0.62,1.34006,1.34015
0.14,0.63,1.32487,1.32491
0.14,0.64,1.30976,1.30976
0.14,0.65,1.29474,1.29469
0.14,0.66,1.27984,1.27973
0.14,0.67,1.26504,1.2649
0.14,0.68,1.2504,1.2502
0.14,0.69,1.23589,1.23566
0.14,0.7,1.22154,1.22128
0.14,0.71,1.20736,1.2071
0.14,0.72,1.19336,1.19312
0.14,0.73,1.17956,1.17937
0.14,0.74,1.16599,1.16585
0.14,0.75,1.15266,1.15259
0.14,0.76,1.13963,1.13961
0.14,0.77,1.12693,1.12691
0.14,0.78,1.11456,1.11453
0.14,0.79,1.10254,1.10248
0.14,0.8,1.09086,1.09078
0.14,0.81,1.0795,1.07945
0.14,0.82,1.06852,1.06851
0.14,0.83,1.05795,1.05797
0.14,0.84,1.04782,1.04786
0.14,0.85,1.03818,1.03819
0.14,0.86,1.02899,1.02899
0.14,0.87,1.02025,1.02028
0.14,0.88,1.01203,1.01208
0.14,0.89,1.00435,1.00441
0.14,0.9,0.997242,0.997284
0.14,0.91,0.990704,0.990734
0.14,0.92,0.984738,0.984777
0.14,0.93,0.979381,0.979436
0.14,0.94,0.974707,0.974733
0.14,0.95,0.970684,0.97069
0.14,0.96,0.967313,0.967331
0.14,0.97,0.964644,0.964677
0.14,0.98,0.962738,0.962752
0.14,0.99,0.96159,0.96158
0.14,1,0.961184,0.961184
0.15,0.5,1.51769,1.51801
0.15,0.51,1.50263,1.50296
0.15,0.52,1.4875,1.48782
0.15,0.53,1.47229,1.47261
0.15,0.54,1.45703,1.45734
0.15,0.55,1.44171,1.44201
0.15,0.56,1.42637,1.42665
0.15,0.57,1.41101,1.41127
0.15,0.58,1.39564,1.39587
0.15,0.59,1.38028,1.38048
0.15,0.6,1.36494,1.36511
0.15,0.61,1.34964,1.34976
0.15,0.62,1.33438,1.33447
0.15,0.63,1.31919,1.31924
0.15,0.64,1.30408,1.30408
0.15,0.65,1.28906,1.28901
0.15,0.66,1.27415,1.27405
0.15,0.67,1.25936,1.25922
0.15,0.68,1.24471,1.24452
