x,y,p,phi_on_grid
0.511111,0.972222,0.548877,0.548776
0.511111,0.977778,0.54779,0.547706
0.511111,0.983333,0.546929,0.546867
0.511111,0.988889,0.546303,0.546263
0.511111,0.994444,0.545918,0.545897
0.511111,1,0.545774,0.545774
0.516667,0.5,1.10041,1.09987
0.516667,0.505556,1.09208,1.09152
0.516667,0.511111,1.08371,1.08314
0.516667,0.516667,1.07531,1.07474
0.516667,0.522222,1.0669,1.06631
0.516667,0.527778,1.05845,1.05786
0.516667,0.533333,1.04999,1.04939
0.516667,0.538889,1.0415,1.0409
0.516667,0.544444,1.03299,1.0324
0.516667,0.55,1.02447,1.02388
0.516667,0.555556,1.01593,1.01535
0.516667,0.561111,1.00738,1.00681
0.516667,0.566667,0.998817,0.998261
0.516667,0.572222,0.990249,0.98971
0.516667,0.577778,0.98167,0.981157
0.516667,0.583333,0.973084,0.972604
0.516667,0.588889,0.964502,0.964054
0.516667,0.594444,0.955912,0.955508
0.516667,0.6,0.947332,0.94697
0.516667,0.605556,0.938761,0.938442
0.516667,0.611111,0.930195,0.929927
0.516667,0.616667,0.921655,0.921426
0.516667,0.622222,0.913126,0.912943
0.516667,0.627778,0.904624,0.904479
0.516667,0.633333,0.896149,0.896038
0.516667,0.638889,0.887701,0.887623
0.516667,0.644444,0.879288,0.879234
0.516667,0.65,0.870908,0.870877
0.516667,0.655556,0.862561,0.862552
0.516667,0.661111,0.854255,0.854263
0.516667,0.666667,0.845985,0.846012
0.516667,0.672222,0.837755,0.837803
0.516667,0.677778,0.829577,0.829637
0.516667,0.683333,0.821443,0.821519
0.516667,0.688889,0.813368,0.813449
0.516667,0.694444,0.805353,0.805432
0.516667,0.7,0.797392,0.79747
0.516667,0.705556,0.7895,0.789567
0.516667,0.711111,0.78167,0.781724
0.516667,0.716667,0.773906,0.773945
0.516667,0.722222,0.766219,0.766232
0.516667,0.727778,0.758606,0.75859
0.516667,0.733333,0.751069,0.75102
0.516667,0.738889,0.743623,0.743526
0.516667,0.744444,0.736257,0.73611
0.516667,0.75,0.728977,0.728777
0.516667,0.755556,0.721796,0.721528
0.516667,0.761111,0.714699,0.714367
0.516667,0.766667,0.707697,0.707298
0.516667,0.772222,0.700792,0.700322
0.516667,0.777778,0.693975,0.693444
0.516667,0.783333,0.68725,0.686667
0.516667,0.788889,0.680626,0.679993
0.516667,0.794444,0.674087,0.673427
0.516667,0.8,0.667648,0.66697
0.516667,0.805556,0.661319,0.660628
0.516667,0.811111,0.655097,0.654402
0.516667,0.816667,0.648999,0.648296
0.516667,0.822222,0.643034,0.642314
0.516667,0.827778,0.637185,0.636459
0.516667,0.833333,0.631454,0.630735
0.516667,0.838889,0.625852,0.625144
0.516667,0.844444,0.620369,0.61969
0.516667,0.85,0.615017,0.614377
0.516667,0.855556,0.609816,0.609208
0.516667,0.861111,0.604755,0.604186
0.516667,0.866667,0.599831,0.599316
0.516667,0.872222,0.595065,0.594601
0.516667,0.877778,0.59045,0.590044
0.516667,0.883333,0.586002,0.585648
0.516667,0.888889,0.581725,0.581419
0.516667,0.894444,0.577649,0.577358
0.516667,0.9,0.573735,0.57347
0.516667,0.905556,0.570013,0.569759
0.516667,0.911111,0.56648,0.566228
0.516667,0.916667,0.563124,0.562882
0.516667,0.922222,0.559953,0.559723
0.516667,0.927778,0.556969,0.556755
0.516667,0.933333,0.554184,0.553983
0.516667,0.938889,0.551592,0.55141
0.516667,0.944444,0.549206,0.54904
0.516667,0.95,0.547041,0.546877
0.516667,0.955556,0.545079,0.544924
0.516667,0.961111,0.543312,0.543187
0.516667,0.966667,0.541775,0.541668
0.516667,0.972222,0.540474,0.540372
0.516667,0.977778,0.539386,0.539302
0.516667,0.983333,0.538519,0.538463
0.516667,0.988889,0.537898,0.537859
0.516667,0.994444,0.53752,0.537493
0.516667,1,0.53737,0.53737
0.522222,0.5,1.09199,1.09144
0.522222,0.505556,1.08366,1.08309
0.522222,0.511111,1.07529,1.07472
0.522222,0.516667,1.0669,1.06631
0.522222,0.522222,1.05848,1.05788
0.522222,0.527778,1.05003,1.04943
0.522222,0.533333,1.04156,1.04096
0.522222,0.538889,1.03307,1.03247
0.522222,0.544444,1.02456,1.02397
0.522222,0.55,1.01604,1.01545
0.522222,0.555556,1.0075,1.00692
0.522222,0.561111,0.998944,0.998378
0.522222,0.566667,0.990375,0.989832
0.522222,0.572222,0.981801,0.981281
0.522222,0.577778,0.973218,0.972728
0.522222,0.583333,0.964628,0.964175
0.522222,0.588889,0.956046,0.955625
0.522222,0.594444,0.947456,0.94708
0.522222,0.6,0.938879,0.938542
0.522222,0.605556,0.930308,0.930014
0.522222,0.611111,0.921745,0.921498
0.522222,0.616667,0.913205,0.912998
0.522222,0.622222,0.904678,0.904514
0.522222,0.627778,0.896178,0.896051
0.522222,0.633333,0.887706,0.88761
0.522222,0.638889,0.879257,0.879194
0.522222,0.644444,0.870844,0.870806
0.522222,0.65,0.862459,0.862448
0.522222,0.655556,0.854107,0.854123
0.522222,0.661111,0.845794,0.845834
0.522222,0.666667,0.837521,0.837584
0.522222,0.672222,0.829291,0.829375
0.522222,0.677778,0.821117,0.821209
0.522222,0.683333,0.812986,0.81309
0.522222,0.688889,0.804913,0.805021
0.522222,0.694444,0.796897,0.797004
0.522222,0.7,0.788933,0.789042
0.522222,0.705556,0.781038,0.781138
0.522222,0.711111,0.773207,0.773295
0.522222,0.716667,0.765442,0.765516
0.522222,0.722222,0.757756,0.757804
0.522222,0.727778,0.750142,0.750161
0.522222,0.733333,0.742606,0.742591
0.522222,0.738889,0.73516,0.735097
0.522222,0.744444,0.727795,0.727682
0.522222,0.75,0.720517,0.720348
0.522222,0.755556,0.713334,0.713099
0.522222,0.761111,0.706234,0.705939
0.522222,0.766667,0.69923,0.698869
0.522222,0.772222,0.692327,0.691894
0.522222,0.777778,0.685512,0.685016
0.522222,0.783333,0.678792,0.678238
0.522222,0.788889,0.672168,0.671565
0.522222,0.794444,0.665625,0.664998
0.522222,0.8,0.659184,0.658542
0.522222,0.805556,0.652857,0.652199
0.522222,0.811111,0.646639,0.645974
0.522222,0.816667,0.640547,0.639868
0.522222,0.822222,0.634582,0.633886
0.522222,0.827778,0.628729,0.628031
0.522222,0.833333,0.622998,0.622306
0.522222,0.838889,0.6174,0.616715
0.522222,0.844444,0.611923,0.611261
0.522222,0.85,0.606575,0.605948
0.522222,0.855556,0.601374,0.600779
0.522222,0.861111,0.596312,0.595758
0.522222,0.866667,0.591393,0.590888
0.522222,0.872222,0.586633,0.586172
0.522222,0.877778,0.582028,0.581615
0.522222,0.883333,0.577571,0.57722
0.522222,0.888889,0.573305,0.57299
0.522222,0.894444,0.569217,0.56893
0.522222,0.9,0.565311,0.565042
0.522222,0.905556,0.561576,0.561331
0.522222,0.911111,0.558041,0.5578
0.522222,0.916667,0.554688,0.554453
0.522222,0.922222,0.551514,0.551294
0.522222,0.927778,0.548542,0.548326
0.522222,0.933333,0.545754,0.545554
0.522222,0.938889,0.543158,0.542981
0.522222,0.944444,0.540776,0.540611
0.522222,0.95,0.538608,0.538448
0.522222,0.955556,0.536643,0.536496
0.522222,0.961111,0.534884,0.534758
0.522222,0.966667,0.533348,0.533239
0.522222,0.972222,0.532043,0.531943
0.522222,0.977778,0.530954,0.530874
0.522222,0.983333,0.530089,0.530035
0.522222,0.988889,0.52947,0.52943
0.522222,0.994444,0.529093,0.529065
0.522222,1,0.528942,0.528942
0.527778,0.5,1.08355,1.08299
0.527778,0.505556,1.07522,1.07464
0.527778,0.511111,1.06684,1.06627
0.527778,0.516667,1.05845,1.05786
0.527778,0.522222,1.05003,1.04943
0.527778,0.527778,1.04158,1.04098
0.527778,0.533333,1.03311,1.03251
0.527778,0.538889,1.02462,1.02402
0.527778,0.544444,1.01611,1.01552
0.527778,0.55,1.00758,1.007
0.527778,0.555556,0.999028,0.998467
0.527778,0.561111,0.990473,0.989927
0.527778,0.566667,0.9819,0.981381
0.527778,0.572222,0.973326,0.97283
0.527778,0.577778,0.964742,0.964277
0.527778,0.583333,0.956153,0.955724
0.527778,0.588889,0.947567,0.947174
0.527778,0.594444,0.938977,0.938629
0.527778,0.6,0.930397,0.930091
0.527778,0.605556,0.921828,0.921563
0.527778,0.611111,0.913267,0.913047
0.527778,0.616667,0.904734,0.904547
0.527778,0.622222,0.896212,0.896063
0.527778,0.627778,0.887715,0.8876
0.527778,0.633333,0.879242,0.879159
0.527778,0.638889,0.87079,0.870743
0.527778,0.644444,0.862371,0.862355
0.527778,0.65,0.853982,0.853997
0.527778,0.655556,0.845626,0.845673
0.527778,0.661111,0.837314,0.837384
0.527778,0.666667,0.829039,0.829133
0.527778,0.672222,0.82081,0.820924
0.527778,0.677778,0.812633,0.812758
0.527778,0.683333,0.804502,0.804639
0.527778,0.688889,0.79643,0.79657
0.527778,0.694444,0.788416,0.788553
0.527778,0.7,0.780454,0.780591
0.527778,0.705556,0.772559,0.772687
0.527778,0.711111,0.764723,0.764844
0.527778,0.716667,0.756953,0.757065
0.527778,0.722222,0.749264,0.749353
0.527778,0.727778,0.741651,0.74171
0.527778,0.733333,0.734121,0.73414
0.527778,0.738889,0.726679,0.726646
0.527778,0.744444,0.719313,0.719231
0.527778,0.75,0.712031,0.711897
0.527778,0.755556,0.704843,0.704649
0.527778,0.761111,0.697742,0.697488
0.527778,0.766667,0.690743,0.690418
0.527778,0.772222,0.683844,0.683443
0.527778,0.777778,0.67703,0.676565
0.527778,0.783333,0.670308,0.669787
0.527778,0.788889,0.66368,0.663114
0.527778,0.794444,0.657138,0.656547
0.527778,0.8,0.650702,0.650091
0.527778,0.805556,0.644378,0.643748
0.527778,0.811111,0.638161,0.637523
0.527778,0.816667,0.632066,0.631417
0.527778,0.822222,0.626101,0.625435
0.527778,0.827778,0.620251,0.61958
0.527778,0.833333,0.614526,0.613855
0.527778,0.838889,0.608929,0.608264
0.527778,0.844444,0.60345,0.60281
0.527778,0.85,0.598103,0.597497
0.527778,0.855556,0.592908,0.592328
0.527778,0.861111,0.587851,0.587307
0.527778,0.866667,0.582934,0.582437
0.527778,0.872222,0.578176,0.577721
0.527778,0.877778,0.573572,0.573164
0.527778,0.883333,0.569128,0.568769
0.527778,0.888889,0.564858,0.564539
0.527778,0.894444,0.560775,0.560479
0.527778,0.9,0.556849,0.556591
0.527778,0.905556,0.55312,0.55288
0.527778,0.911111,0.549581,0.549349
0.527778,0.916667,0.546227,0.546002
0.527778,0.922222,0.543055,0.542843
0.527778,0.927778,0.540079,0.539876
0.527778,0.933333,0.537306,0.537103
0.527778,0.938889,0.534709,0.53453
0.527778,0.944444,0.532313,0.53216
0.527778,0.95,0.530148,0.529997
0.527778,0.955556,0.528189,0.528045
0.527778,0.961111,0.526431,0.526307
0.527778,0.966667,0.524897,0.524789
0.527778,0.972222,0.523587,0.523492
0.527778,0.977778,0.522496,0.522423
0.527778,0.983333,0.521639,0.521584
0.527778,0.988889,0.521021,0.520979
0.527778,0.994444,0.520638,0.520614
0.527778,1,0.520491,0.520491
0.533333,0.5,1.07509,1.07452
0.533333,0.505556,1.06675,1.06617
0.533333,0.511111,1.05838,1.05779
0.533333,0.516667,1.04999,1.04939
0.533333,0.522222,1.04156,1.04096
0.533333,0.527778,1.03311,1.03251
0.533333,0.533333,1.02464,1.02404
0.533333,0.538889,1.01614,1.01555
0.533333,0.544444,1.00763,1.00704
0.533333,0.55,0.999092,0.998526
0.533333,0.555556,0.990546,0.989996
0.533333,0.561111,0.981986,0.981456
0.533333,0.566667,0.973411,0.97291
0.533333,0.572222,0.96483,0.964359
0.533333,0.577778,0.956242,0.955806
0.533333,0.583333,0.947649,0.947253
0.533333,0.588889,0.939063,0.938703
0.533333,0.594444,0.930475,0.930158
0.533333,0.6,0.921901,0.92162
0.533333,0.605556,0.913335,0.913092
0.533333,0.611111,0.90478,0.904576
0.533333,0.616667,0.896246,0.896075
0.533333,0.622222,0.887725,0.887592
0.533333,0.627778,0.879226,0.879129
0.533333,0.633333,0.870755,0.870688
0.533333,0.638889,0.862302,0.862272
0.533333,0.644444,0.853884,0.853884
0.533333,0.65,0.845492,0.845526
0.533333,0.655556,0.837131,0.837201
0.533333,0.661111,0.828813,0.828912
0.533333,0.666667,0.820534,0.820662
0.533333,0.672222,0.812304,0.812452
0.533333,0.677778,0.80413,0.804287
0.533333,0.683333,0.796004,0.796168
0.533333,0.688889,0.787935,0.788099
0.533333,0.694444,0.779918,0.780082
0.533333,0.7,0.771953,0.77212
0.533333,0.705556,0.764052,0.764216
0.533333,0.711111,0.756216,0.756373
0.533333,0.716667,0.748447,0.748594
0.533333,0.722222,0.740762,0.740882
0.533333,0.727778,0.73315,0.733239
0.533333,0.733333,0.725618,0.725669
0.533333,0.738889,0.718172,0.718175
0.533333,0.744444,0.710804,0.71076
0.533333,0.75,0.703524,0.703426
0.533333,0.755556,0.696339,0.696177
0.533333,0.761111,0.68924,0.689017
0.533333,0.766667,0.682237,0.681947
0.533333,0.772222,0.675336,0.674972
0.533333,0.777778,0.668522,0.668094
0.533333,0.783333,0.661803,0.661316
0.533333,0.788889,0.655178,0.654643
0.533333,0.794444,0.648637,0.648076
0.533333,0.8,0.642197,0.64162
0.533333,0.805556,0.635872,0.635277
0.533333,0.811111,0.629658,0.629051
0.533333,0.816667,0.623569,0.622946
0.533333,0.822222,0.617607,0.616964
0.533333,0.827778,0.611755,0.611109
0.533333,0.833333,0.606027,0.605384
0.533333,0.838889,0.600432,0.599793
0.533333,0.844444,0.594959,0.594339
0.533333,0.85,0.589619,0.589026
0.533333,0.855556,0.584423,0.583857
0.533333,0.861111,0.579364,0.578836
0.533333,0.866667,0.574453,0.573965
0.533333,0.872222,0.569703,0.56925
0.533333,0.877778,0.56511,0.564693
0.533333,0.883333,0.560661,0.560298
0.533333,0.888889,0.556394,0.556068
0.533333,0.894444,0.552303,0.552007
0.533333,0.9,0.54839,0.54812
0.533333,0.905556,0.544646,0.544409
0.533333,0.911111,0.541104,0.540878
0.533333,0.916667,0.537741,0.537531
0.533333,0.922222,0.534575,0.534372
0.533333,0.927778,0.531615,0.531404
0.533333,0.933333,0.528829,0.528632
0.533333,0.938889,0.526232,0.526059
0.533333,0.944444,0.523842,0.523689
0.533333,0.95,0.521672,0.521526
0.533333,0.955556,0.519715,0.519574
0.533333,0.961111,0.517958,0.517836
0.533333,0.966667,0.516421,0.516317
0.533333,0.972222,0.515119,0.515021
0.533333,0.977778,0.514028,0.513951
0.533333,0.983333,0.513158,0.513112
0.533333,0.988889,0.512547,0.512508
0.533333,0.994444,0.512177,0.512143
0.533333,1,0.51202,0.51202
0.538889,0.5,1.06661,1.06603
0.538889,0.505556,1.05827,1.05768
0.538889,0.511111,1.04989,1.0493
0.538889,0.516667,1.0415,1.0409
0.538889,0.522222,1.03307,1.03247
0.538889,0.527778,1.02462,1.02402
0.538889,0.533333,1.01614,1.01555
0.538889,0.538889,1.00764,1.00706
0.538889,0.544444,0.999122,0.998556
0.538889,0.55,0.990584,0.990037
0.538889,0.555556,0.982032,0.981506
0.538889,0.561111,0.973468,0.972967
0.538889,0.566667,0.964888,0.964421
0.538889,0.572222,0.956307,0.95587
0.538889,0.577778,0.947716,0.947317
0.538889,0.583333,0.939126,0.938764
0.538889,0.588889,0.930539,0.930214
0.538889,0.594444,0.921954,0.921668
0.538889,0.6,0.913379,0.91313
0.538889,0.605556,0.904815,0.904602
0.538889,0.611111,0.896263,0.896087
0.538889,0.616667,0.887733,0.887586
0.538889,0.622222,0.879215,0.879103
0.538889,0.627778,0.87072,0.870639
0.538889,0.633333,0.862247,0.862198
0.538889,0.638889,0.853793,0.853782
0.538889,0.644444,0.845367,0.845394
0.538889,0.65,0.836972,0.837037
0.538889,0.655556,0.828607,0.828712
0.538889,0.661111,0.82029,0.820423
0.538889,0.666667,0.812012,0.812172
0.538889,0.672222,0.803784,0.803963
0.538889,0.677778,0.795609,0.795797
0.538889,0.683333,0.78748,0.787679
0.538889,0.688889,0.779408,0.779609
0.538889,0.694444,0.771391,0.771592
0.538889,0.7,0.763427,0.76363
0.538889,0.705556,0.755526,0.755727
0.538889,0.711111,0.74769,0.747884
0.538889,0.716667,0.73992,0.740105
0.538889,0.722222,0.732232,0.732392
0.538889,0.727778,0.724619,0.72475
0.538889,0.733333,0.717087,0.71718
0.538889,0.738889,0.709644,0.709686
0.538889,0.744444,0.702277,0.70227
0.538889,0.75,0.694996,0.694937
0.538889,0.755556,0.687808,0.687688
0.538889,0.761111,0.680709,0.680527
0.538889,0.766667,0.673708,0.673458
0.538889,0.772222,0.666809,0.666482
0.538889,0.777778,0.659997,0.659604
0.538889,0.783333,0.653276,0.652827
0.538889,0.788889,0.646647,0.646153
0.538889,0.794444,0.640107,0.639587
0.538889,0.8,0.633671,0.63313
0.538889,0.805556,0.62735,0.626788
0.538889,0.811111,0.621137,0.620562
0.538889,0.816667,0.615044,0.614456
0.538889,0.822222,0.60908,0.608474
0.538889,0.827778,0.603231,0.602619
0.538889,0.833333,0.59751,0.596895
0.538889,0.838889,0.591916,0.591304
0.538889,0.844444,0.586444,0.58585
0.538889,0.85,0.5811,0.580537
0.538889,0.855556,0.575907,0.575368
0.538889,0.861111,0.570857,0.570346
0.538889,0.866667,0.565953,0.565476
0.538889,0.872222,0.561207,0.560761
0.538889,0.877778,0.556611,0.556203
0.538889,0.883333,0.552173,0.551808
0.538889,0.888889,0.547908,0.547579
